Title,Tech Skills
Substance Abuse and Behavioral Disorder Counselors,['Alcohol analyzers']
Substance Abuse and Behavioral Disorder Counselors,['Desktop computers']
Substance Abuse and Behavioral Disorder Counselors,['Notebook computers']
Substance Abuse and Behavioral Disorder Counselors,['Personal computers']
Substance Abuse and Behavioral Disorder Counselors,['Personal digital assistant PDAs or organizers']
Substance Abuse and Behavioral Disorder Counselors,['Medical software']
Substance Abuse and Behavioral Disorder Counselors,['Data base user interface and query software']
Substance Abuse and Behavioral Disorder Counselors,['Electronic mail software']
Substance Abuse and Behavioral Disorder Counselors,['Spreadsheet software']
Substance Abuse and Behavioral Disorder Counselors,['Office suite software']
Substance Abuse and Behavioral Disorder Counselors,['Presentation software']
Substance Abuse and Behavioral Disorder Counselors,['Word processing software']
Substance Abuse and Behavioral Disorder Counselors,['Project management software']
Substance Abuse and Behavioral Disorder Counselors,['Calendar and scheduling software']
Substance Abuse and Behavioral Disorder Counselors,['Analytical or scientific software']
Substance Abuse and Behavioral Disorder Counselors,['Internet browser software']
"Educational, Guidance, and Career Counselors and Advisors",['Digital voice recorders']
"Educational, Guidance, and Career Counselors and Advisors",['Desktop computers']
"Educational, Guidance, and Career Counselors and Advisors",['Digital video disk players or recorders']
"Educational, Guidance, and Career Counselors and Advisors",['Notebook computers']
"Educational, Guidance, and Career Counselors and Advisors",['Liquid crystal display projector']
"Educational, Guidance, and Career Counselors and Advisors",['Overhead projectors']
"Educational, Guidance, and Career Counselors and Advisors",['Personal computers']
"Educational, Guidance, and Career Counselors and Advisors",['Personal digital assistant PDAs or organizers']
"Educational, Guidance, and Career Counselors and Advisors",['Photocopiers']
"Educational, Guidance, and Career Counselors and Advisors",['Video cassette players or recorders']
"Educational, Guidance, and Career Counselors and Advisors",['Digital camcorders or video cameras']
"Educational, Guidance, and Career Counselors and Advisors",['Videoconferencing systems']
"Educational, Guidance, and Career Counselors and Advisors",['Instant messaging platform']
"Educational, Guidance, and Career Counselors and Advisors",['Data base user interface and query software']
"Educational, Guidance, and Career Counselors and Advisors",['Analytical or scientific software']
"Educational, Guidance, and Career Counselors and Advisors",['Development environment software']
"Educational, Guidance, and Career Counselors and Advisors",['Graphics or photo imaging software']
"Educational, Guidance, and Career Counselors and Advisors",['Medical software']
"Educational, Guidance, and Career Counselors and Advisors",['Customer relationship management CRM software']
"Educational, Guidance, and Career Counselors and Advisors",['Presentation software']
"Educational, Guidance, and Career Counselors and Advisors",['Desktop communications software']
"Educational, Guidance, and Career Counselors and Advisors",['Network conferencing software']
"Educational, Guidance, and Career Counselors and Advisors",['Computer based training software']
"Educational, Guidance, and Career Counselors and Advisors",['Network monitoring software']
"Educational, Guidance, and Career Counselors and Advisors",['Electronic mail software']
"Educational, Guidance, and Career Counselors and Advisors",['Web platform development software']
"Educational, Guidance, and Career Counselors and Advisors",['Spreadsheet software']
"Educational, Guidance, and Career Counselors and Advisors",['Web page creation and editing software']
"Educational, Guidance, and Career Counselors and Advisors",['Project management software']
"Educational, Guidance, and Career Counselors and Advisors",['Word processing software']
"Educational, Guidance, and Career Counselors and Advisors",['Cloud-based data access and sharing software']
"Educational, Guidance, and Career Counselors and Advisors",['Video conferencing software']
"Educational, Guidance, and Career Counselors and Advisors",['Instant messaging software']
"Educational, Guidance, and Career Counselors and Advisors",['Mobile messaging service software']
"Educational, Guidance, and Career Counselors and Advisors",['Information retrieval or search software']
"Educational, Guidance, and Career Counselors and Advisors",['Enterprise resource planning ERP software']
"Educational, Guidance, and Career Counselors and Advisors",['Internet browser software']
"Educational, Guidance, and Career Counselors and Advisors",['Office suite software']
"Educational, Guidance, and Career Counselors and Advisors",['Desktop publishing software']
"Educational, Guidance, and Career Counselors and Advisors",['Data base reporting software']
"Educational, Guidance, and Career Counselors and Advisors",['Human resources software']
"Educational, Guidance, and Career Counselors and Advisors",['Video creation and editing software']
Marriage and Family Therapists,['Laser printers']
Marriage and Family Therapists,['Desktop computers']
Marriage and Family Therapists,['Doll houses']
Marriage and Family Therapists,['Dolls']
Marriage and Family Therapists,['Stuffed animals or puppets']
Marriage and Family Therapists,['Notebook computers']
Marriage and Family Therapists,['Special purpose telephones']
Marriage and Family Therapists,['Personal computers']
Marriage and Family Therapists,['Personal digital assistant PDAs or organizers']
Marriage and Family Therapists,['Photocopiers']
Marriage and Family Therapists,['Building blocks']
Marriage and Family Therapists,['Videoconferencing systems']
Marriage and Family Therapists,['Medical software']
Marriage and Family Therapists,['Web platform development software']
Marriage and Family Therapists,['Accounting software']
Marriage and Family Therapists,['Data base user interface and query software']
Marriage and Family Therapists,['Spreadsheet software']
Marriage and Family Therapists,['Office suite software']
Marriage and Family Therapists,['Electronic mail software']
Marriage and Family Therapists,['Presentation software']
Marriage and Family Therapists,['Word processing software']
Marriage and Family Therapists,['Internet browser software']
Mental Health Counselors,['Desktop computers']
Mental Health Counselors,['Electronic medical thermometers']
Mental Health Counselors,['Scanners']
Mental Health Counselors,['Notebook computers']
Mental Health Counselors,['Personal computers']
Mental Health Counselors,['Blood pressure cuff kits']
Mental Health Counselors,['Medical software']
Mental Health Counselors,['Data base user interface and query software']
Mental Health Counselors,['Electronic mail software']
Mental Health Counselors,['Project management software']
Mental Health Counselors,['Enterprise resource planning ERP software']
Mental Health Counselors,['Spreadsheet software']
Mental Health Counselors,['Internet browser software']
Mental Health Counselors,['Office suite software']
Mental Health Counselors,['Presentation software']
Mental Health Counselors,['Word processing software']
Mental Health Counselors,['Calendar and scheduling software']
Mental Health Counselors,['Analytical or scientific software']
Rehabilitation Counselors,['Keyboards']
Rehabilitation Counselors,['Computer mouse']
Rehabilitation Counselors,['Desktop computers']
Rehabilitation Counselors,['Global positioning system GPS receiver']
Rehabilitation Counselors,['Pocket calculator']
Rehabilitation Counselors,['Intercom systems']
Rehabilitation Counselors,['Laser fax machine']
Rehabilitation Counselors,['Lasers']
Rehabilitation Counselors,['Laser printers']
Rehabilitation Counselors,['Liquid crystal display projector']
Rehabilitation Counselors,['Special purpose telephones']
Rehabilitation Counselors,['Notebook computers']
Rehabilitation Counselors,['Personal computers']
Rehabilitation Counselors,['Photocopiers']
Rehabilitation Counselors,['Scanners']
Rehabilitation Counselors,['Mobile phones']
Rehabilitation Counselors,['Tablet computers']
Rehabilitation Counselors,['Voice synthesizers for the physically challenged']
Rehabilitation Counselors,['Digital telephones']
Rehabilitation Counselors,['Document management software']
Rehabilitation Counselors,['Accounting software']
Rehabilitation Counselors,['Medical software']
Rehabilitation Counselors,['Data base user interface and query software']
Rehabilitation Counselors,['Electronic mail software']
Rehabilitation Counselors,['Transaction security and virus protection software']
Rehabilitation Counselors,['Calendar and scheduling software']
Rehabilitation Counselors,['Mobile location based services software']
Rehabilitation Counselors,['Mobile operator specific application software']
Rehabilitation Counselors,['Spreadsheet software']
Rehabilitation Counselors,['Internet browser software']
Rehabilitation Counselors,['Office suite software']
Rehabilitation Counselors,['Presentation software']
Rehabilitation Counselors,['Word processing software']
Rehabilitation Counselors,['Analytical or scientific software']
Rehabilitation Counselors,['Voice recognition software']
"Counselors, All Other",[]
"Child, Family, and School Social Workers",['Laser printers']
"Child, Family, and School Social Workers",['Desktop computers']
"Child, Family, and School Social Workers",['Notebook computers']
"Child, Family, and School Social Workers",['Laser fax machine']
"Child, Family, and School Social Workers",['Special purpose telephones']
"Child, Family, and School Social Workers",['Personal computers']
"Child, Family, and School Social Workers",['Photocopiers']
"Child, Family, and School Social Workers",['Computer based training software']
"Child, Family, and School Social Workers",['Data base user interface and query software']
"Child, Family, and School Social Workers",['Spreadsheet software']
"Child, Family, and School Social Workers",['Office suite software']
"Child, Family, and School Social Workers",['Electronic mail software']
"Child, Family, and School Social Workers",['Presentation software']
"Child, Family, and School Social Workers",['Word processing software']
"Child, Family, and School Social Workers",['Medical software']
"Child, Family, and School Social Workers",['Internet browser software']
Healthcare Social Workers,['Desktop computers']
Healthcare Social Workers,['Notebook computers']
Healthcare Social Workers,['Personal computers']
Healthcare Social Workers,['Desktop publishing software']
Healthcare Social Workers,['Medical software']
Healthcare Social Workers,['Calendar and scheduling software']
Healthcare Social Workers,['Data base user interface and query software']
Healthcare Social Workers,['Office suite software']
Healthcare Social Workers,['Electronic mail software']
Healthcare Social Workers,['Presentation software']
Healthcare Social Workers,['Mobile messaging service software']
Healthcare Social Workers,['Spreadsheet software']
Healthcare Social Workers,['Word processing software']
Healthcare Social Workers,['Internet browser software']
Healthcare Social Workers,['Web page creation and editing software']
Mental Health and Substance Abuse Social Workers,['Desktop computers']
Mental Health and Substance Abuse Social Workers,['Notebook computers']
Mental Health and Substance Abuse Social Workers,['Personal computers']
Mental Health and Substance Abuse Social Workers,['Document management software']
Mental Health and Substance Abuse Social Workers,['Desktop publishing software']
Mental Health and Substance Abuse Social Workers,['Medical software']
Mental Health and Substance Abuse Social Workers,['Office suite software']
Mental Health and Substance Abuse Social Workers,['Data base user interface and query software']
Mental Health and Substance Abuse Social Workers,['Electronic mail software']
Mental Health and Substance Abuse Social Workers,['Presentation software']
Mental Health and Substance Abuse Social Workers,['Spreadsheet software']
Mental Health and Substance Abuse Social Workers,['Internet browser software']
Mental Health and Substance Abuse Social Workers,['Cloud-based data access and sharing software']
Mental Health and Substance Abuse Social Workers,['Word processing software']
Mental Health and Substance Abuse Social Workers,['Calendar and scheduling software']
"Social Workers, All Other",[]
Health Education Specialists,['Desktop computers']
Health Education Specialists,['Digital video disk players or recorders']
Health Education Specialists,['Notebook computers']
Health Education Specialists,['Liquid crystal display projector']
Health Education Specialists,['Overhead projectors']
Health Education Specialists,['Personal computers']
Health Education Specialists,['Personal digital assistant PDAs or organizers']
Health Education Specialists,['Photocopiers']
Health Education Specialists,['Graphics or photo imaging software']
Health Education Specialists,['Customer relationship management CRM software']
Health Education Specialists,['Data base user interface and query software']
Health Education Specialists,['Web page creation and editing software']
Health Education Specialists,['Analytical or scientific software']
Health Education Specialists,['Multi-media educational software']
Health Education Specialists,['Network conferencing software']
Health Education Specialists,['Medical software']
Health Education Specialists,['Presentation software']
Health Education Specialists,['Spreadsheet software']
Health Education Specialists,['Office suite software']
Health Education Specialists,['Electronic mail software']
Health Education Specialists,['Desktop publishing software']
Health Education Specialists,['Process mapping and design software']
Health Education Specialists,['Word processing software']
Health Education Specialists,['Computer based training software']
Health Education Specialists,['Internet browser software']
Probation Officers and Correctional Treatment Specialists,['Alcohol analyzers']
Probation Officers and Correctional Treatment Specialists,['Desktop computers']
Probation Officers and Correctional Treatment Specialists,['Dictation machines']
Probation Officers and Correctional Treatment Specialists,['Narcotic test kits']
Probation Officers and Correctional Treatment Specialists,['Global positioning system GPS receiver']
Probation Officers and Correctional Treatment Specialists,['Notebook computers']
Probation Officers and Correctional Treatment Specialists,['Laser fax machine']
Probation Officers and Correctional Treatment Specialists,['Handguns']
Probation Officers and Correctional Treatment Specialists,['Handcuffs']
Probation Officers and Correctional Treatment Specialists,['Two way radios']
Probation Officers and Correctional Treatment Specialists,['Special purpose telephones']
Probation Officers and Correctional Treatment Specialists,['Automobiles or cars']
Probation Officers and Correctional Treatment Specialists,['Personal computers']
Probation Officers and Correctional Treatment Specialists,['Photocopiers']
Probation Officers and Correctional Treatment Specialists,['Body armour']
Probation Officers and Correctional Treatment Specialists,['Riot batons']
Probation Officers and Correctional Treatment Specialists,['Tablet computers']
Probation Officers and Correctional Treatment Specialists,['Torso and belt restraints']
Probation Officers and Correctional Treatment Specialists,['Urinalysis analyzers']
Probation Officers and Correctional Treatment Specialists,['Videoconferencing systems']
Probation Officers and Correctional Treatment Specialists,['Calendar and scheduling software']
Probation Officers and Correctional Treatment Specialists,['Project management software']
Probation Officers and Correctional Treatment Specialists,['Office suite software']
Probation Officers and Correctional Treatment Specialists,['Data base user interface and query software']
Probation Officers and Correctional Treatment Specialists,['Customer relationship management CRM software']
Probation Officers and Correctional Treatment Specialists,['Map creation software']
Probation Officers and Correctional Treatment Specialists,['Electronic mail software']
Probation Officers and Correctional Treatment Specialists,['Web page creation and editing software']
Probation Officers and Correctional Treatment Specialists,['Spreadsheet software']
Probation Officers and Correctional Treatment Specialists,['Presentation software']
Probation Officers and Correctional Treatment Specialists,['Word processing software']
Probation Officers and Correctional Treatment Specialists,['Voice recognition software']
Probation Officers and Correctional Treatment Specialists,['Internet browser software']
Social and Human Service Assistants,['Desktop calculator']
Social and Human Service Assistants,['Special purpose telephones']
Social and Human Service Assistants,['Laser printers']
Social and Human Service Assistants,['Desktop computers']
Social and Human Service Assistants,['Notebook computers']
Social and Human Service Assistants,['Laser fax machine']
Social and Human Service Assistants,['Automobiles or cars']
Social and Human Service Assistants,['Personal computers']
Social and Human Service Assistants,['Photocopiers']
Social and Human Service Assistants,['Data base user interface and query software']
Social and Human Service Assistants,['Medical software']
Social and Human Service Assistants,['Spreadsheet software']
Social and Human Service Assistants,['Office suite software']
Social and Human Service Assistants,['Electronic mail software']
Social and Human Service Assistants,['Presentation software']
Social and Human Service Assistants,['Word processing software']
Social and Human Service Assistants,['Voice recognition software']
Social and Human Service Assistants,['Internet browser software']
Community Health Workers,['Electronic blood pressure units']
Community Health Workers,['Glucose monitors or meters']
Community Health Workers,['Inkjet printers']
Community Health Workers,['Laser printers']
Community Health Workers,['Mobile medical services first aid kits']
Community Health Workers,['Notebook computers']
Community Health Workers,['Laser fax machine']
Community Health Workers,['Mercury blood pressure units']
Community Health Workers,['Special purpose telephones']
Community Health Workers,['Automobiles or cars']
Community Health Workers,['Personal computers']
Community Health Workers,['Photocopiers']
Community Health Workers,['Operating system software']
Community Health Workers,['Data base user interface and query software']
Community Health Workers,['Medical software']
Community Health Workers,['Office suite software']
Community Health Workers,['Spreadsheet software']
Community Health Workers,['Electronic mail software']
Community Health Workers,['Presentation software']
Community Health Workers,['Desktop publishing software']
Community Health Workers,['Word processing software']
Community Health Workers,['Graphics or photo imaging software']
Community Health Workers,['Internet browser software']
Community Health Workers,['Video conferencing software']
"Community and Social Service Specialists, All Other",[]
Clergy,['Microphones']
Clergy,['Desktop computers']
Clergy,['Notebook computers']
Clergy,['Special purpose telephones']
Clergy,['Multimedia projectors']
Clergy,['Automobiles or cars']
Clergy,['Tablet computers']
Clergy,['Electronic mail software']
Clergy,['Calendar and scheduling software']
Clergy,['Web page creation and editing software']
Clergy,['Instant messaging software']
Clergy,['Data base user interface and query software']
Clergy,['Spreadsheet software']
Clergy,['Office suite software']
Clergy,['Presentation software']
Clergy,['Word processing software']
Clergy,['Internet browser software']
"Directors, Religious Activities and Education",['Laser printers']
"Directors, Religious Activities and Education",['Desktop computers']
"Directors, Religious Activities and Education",['Notebook computers']
"Directors, Religious Activities and Education",['Personal computers']
"Directors, Religious Activities and Education",['Mobile phones']
"Directors, Religious Activities and Education",['Tablet computers']
"Directors, Religious Activities and Education",['Graphics or photo imaging software']
"Directors, Religious Activities and Education",['Data base user interface and query software']
"Directors, Religious Activities and Education",['Electronic mail software']
"Directors, Religious Activities and Education",['Calendar and scheduling software']
"Directors, Religious Activities and Education",['Web page creation and editing software']
"Directors, Religious Activities and Education",['Office suite software']
"Directors, Religious Activities and Education",['Spreadsheet software']
"Directors, Religious Activities and Education",['Presentation software']
"Directors, Religious Activities and Education",['Desktop publishing software']
"Directors, Religious Activities and Education",['Word processing software']
"Directors, Religious Activities and Education",['Instant messaging software']
"Directors, Religious Activities and Education",['Internet browser software']
"Directors, Religious Activities and Education",['Video conferencing software']
"Religious Workers, All Other",[]
Lawyers,['Compact disk players or recorders']
Lawyers,['Scanners']
Lawyers,['Desktop computers']
Lawyers,['Photocopiers']
Lawyers,['Digital video disk players or recorders']
Lawyers,['Notebook computers']
Lawyers,['Liquid crystal display projector']
Lawyers,['Optical character recognition systems']
Lawyers,['Overhead projectors']
Lawyers,['Personal computers']
Lawyers,['Personal digital assistant PDAs or organizers']
Lawyers,['High capacity removable media drives']
Lawyers,['Data base user interface and query software']
Lawyers,['Document management software']
Lawyers,['Accounting software']
Lawyers,['Project management software']
Lawyers,['Electronic mail software']
Lawyers,['Calendar and scheduling software']
Lawyers,['Analytical or scientific software']
Lawyers,['Office suite software']
Lawyers,['Time accounting software']
Lawyers,['Enterprise resource planning ERP software']
Lawyers,['Information retrieval or search software']
Lawyers,['Data mining software']
Lawyers,['Content workflow software']
Lawyers,['Presentation software']
Lawyers,['Video conferencing software']
Lawyers,['Spreadsheet software']
Lawyers,['Desktop publishing software']
Lawyers,['Word processing software']
Lawyers,['Tax preparation software']
Lawyers,['Internet browser software']
Judicial Law Clerks,['Inkjet printers']
Judicial Law Clerks,['Laser printers']
Judicial Law Clerks,['Scanners']
Judicial Law Clerks,['Laser fax machine']
Judicial Law Clerks,['Personal computers']
Judicial Law Clerks,['Photocopiers']
Judicial Law Clerks,['Tablet computers']
Judicial Law Clerks,['Calendar and scheduling software']
Judicial Law Clerks,['Document management software']
Judicial Law Clerks,['Project management software']
Judicial Law Clerks,['Office suite software']
Judicial Law Clerks,['Information retrieval or search software']
Judicial Law Clerks,['Analytical or scientific software']
Judicial Law Clerks,['Data base user interface and query software']
Judicial Law Clerks,['Spreadsheet software']
Judicial Law Clerks,['Operating system software']
Judicial Law Clerks,['Electronic mail software']
Judicial Law Clerks,['Presentation software']
Judicial Law Clerks,['Word processing software']
Judicial Law Clerks,['Web platform development software']
Judicial Law Clerks,['Internet browser software']
"Administrative Law Judges, Adjudicators, and Hearing Officers",['Laser printers']
"Administrative Law Judges, Adjudicators, and Hearing Officers",['Microphones']
"Administrative Law Judges, Adjudicators, and Hearing Officers",['Desktop computers']
"Administrative Law Judges, Adjudicators, and Hearing Officers",['Digital voice recorders']
"Administrative Law Judges, Adjudicators, and Hearing Officers",['Digital video disk players or recorders']
"Administrative Law Judges, Adjudicators, and Hearing Officers",['Gavels or sounding blocks']
"Administrative Law Judges, Adjudicators, and Hearing Officers",['Notebook computers']
"Administrative Law Judges, Adjudicators, and Hearing Officers",['Laser fax machine']
"Administrative Law Judges, Adjudicators, and Hearing Officers",['Special purpose telephones']
"Administrative Law Judges, Adjudicators, and Hearing Officers",['Personal computers']
"Administrative Law Judges, Adjudicators, and Hearing Officers",['Tablet computers']
"Administrative Law Judges, Adjudicators, and Hearing Officers",['Teleconference equipment']
"Administrative Law Judges, Adjudicators, and Hearing Officers",['Videoconferencing systems']
"Administrative Law Judges, Adjudicators, and Hearing Officers",['Document management software']
"Administrative Law Judges, Adjudicators, and Hearing Officers",['Legal management software']
"Administrative Law Judges, Adjudicators, and Hearing Officers",['Electronic mail software']
"Administrative Law Judges, Adjudicators, and Hearing Officers",['Instant messaging software']
"Administrative Law Judges, Adjudicators, and Hearing Officers",['Information retrieval or search software']
"Administrative Law Judges, Adjudicators, and Hearing Officers",['Data base user interface and query software']
"Administrative Law Judges, Adjudicators, and Hearing Officers",['Spreadsheet software']
"Administrative Law Judges, Adjudicators, and Hearing Officers",['Office suite software']
"Administrative Law Judges, Adjudicators, and Hearing Officers",['Presentation software']
"Administrative Law Judges, Adjudicators, and Hearing Officers",['Operating system software']
"Administrative Law Judges, Adjudicators, and Hearing Officers",['Word processing software']
"Administrative Law Judges, Adjudicators, and Hearing Officers",['Enterprise resource planning ERP software']
"Administrative Law Judges, Adjudicators, and Hearing Officers",['Video conferencing software']
"Administrative Law Judges, Adjudicators, and Hearing Officers",['Internet browser software']
"Arbitrators, Mediators, and Conciliators",['Scanners']
"Arbitrators, Mediators, and Conciliators",['Desktop computers']
"Arbitrators, Mediators, and Conciliators",['Laser fax machine']
"Arbitrators, Mediators, and Conciliators",['Special purpose telephones']
"Arbitrators, Mediators, and Conciliators",['Notebook computers']
"Arbitrators, Mediators, and Conciliators",['Personal computers']
"Arbitrators, Mediators, and Conciliators",['Photocopiers']
"Arbitrators, Mediators, and Conciliators",['Enterprise resource planning ERP software']
"Arbitrators, Mediators, and Conciliators",['Data base user interface and query software']
"Arbitrators, Mediators, and Conciliators",['Spreadsheet software']
"Arbitrators, Mediators, and Conciliators",['Office suite software']
"Arbitrators, Mediators, and Conciliators",['Electronic mail software']
"Arbitrators, Mediators, and Conciliators",['Presentation software']
"Arbitrators, Mediators, and Conciliators",['Cloud-based data access and sharing software']
"Arbitrators, Mediators, and Conciliators",['Word processing software']
"Arbitrators, Mediators, and Conciliators",['Customer relationship management CRM software']
"Arbitrators, Mediators, and Conciliators",['Calendar and scheduling software']
"Arbitrators, Mediators, and Conciliators",['Internet browser software']
"Judges, Magistrate Judges, and Magistrates",['Laser printers']
"Judges, Magistrate Judges, and Magistrates",['Microphones']
"Judges, Magistrate Judges, and Magistrates",['Desktop computers']
"Judges, Magistrate Judges, and Magistrates",['Digital voice recorders']
"Judges, Magistrate Judges, and Magistrates",['Digital video disk players or recorders']
"Judges, Magistrate Judges, and Magistrates",['Gavels or sounding blocks']
"Judges, Magistrate Judges, and Magistrates",['Notebook computers']
"Judges, Magistrate Judges, and Magistrates",['Laser fax machine']
"Judges, Magistrate Judges, and Magistrates",['Special purpose telephones']
"Judges, Magistrate Judges, and Magistrates",['Personal computers']
"Judges, Magistrate Judges, and Magistrates",['Tablet computers']
"Judges, Magistrate Judges, and Magistrates",['Teleconference equipment']
"Judges, Magistrate Judges, and Magistrates",['Videoconferencing systems']
"Judges, Magistrate Judges, and Magistrates",['Document management software']
"Judges, Magistrate Judges, and Magistrates",['Legal management software']
"Judges, Magistrate Judges, and Magistrates",['Electronic mail software']
"Judges, Magistrate Judges, and Magistrates",['Instant messaging software']
"Judges, Magistrate Judges, and Magistrates",['Information retrieval or search software']
"Judges, Magistrate Judges, and Magistrates",['Web page creation and editing software']
"Judges, Magistrate Judges, and Magistrates",['Spreadsheet software']
"Judges, Magistrate Judges, and Magistrates",['Office suite software']
"Judges, Magistrate Judges, and Magistrates",['Operating system software']
"Judges, Magistrate Judges, and Magistrates",['Presentation software']
"Judges, Magistrate Judges, and Magistrates",['Word processing software']
"Judges, Magistrate Judges, and Magistrates",['Data base user interface and query software']
"Judges, Magistrate Judges, and Magistrates",['Video conferencing software']
"Judges, Magistrate Judges, and Magistrates",['Internet browser software']
Paralegals and Legal Assistants,['Desktop computers']
Paralegals and Legal Assistants,['Scanners']
Paralegals and Legal Assistants,['Laser fax machine']
Paralegals and Legal Assistants,['Notebook computers']
Paralegals and Legal Assistants,['Optical character recognition systems']
Paralegals and Legal Assistants,['Personal computers']
Paralegals and Legal Assistants,['Photocopiers']
Paralegals and Legal Assistants,['Analytical or scientific software']
Paralegals and Legal Assistants,['Document management software']
Paralegals and Legal Assistants,['Information retrieval or search software']
Paralegals and Legal Assistants,['Desktop publishing software']
Paralegals and Legal Assistants,['Categorization or classification software']
Paralegals and Legal Assistants,['Data base user interface and query software']
Paralegals and Legal Assistants,['Pattern design software']
Paralegals and Legal Assistants,['Library software']
Paralegals and Legal Assistants,['Office suite software']
Paralegals and Legal Assistants,['Cloud-based data access and sharing software']
Paralegals and Legal Assistants,['Word processing software']
Paralegals and Legal Assistants,['Electronic mail software']
Paralegals and Legal Assistants,['Accounting software']
Paralegals and Legal Assistants,['Spreadsheet software']
Paralegals and Legal Assistants,['Presentation software']
Paralegals and Legal Assistants,['Project management software']
Paralegals and Legal Assistants,['Business intelligence and data analysis software']
Paralegals and Legal Assistants,['Optical character reader OCR or scanning software']
Paralegals and Legal Assistants,['Customer relationship management CRM software']
Paralegals and Legal Assistants,['Video creation and editing software']
Paralegals and Legal Assistants,['Transaction server software']
Paralegals and Legal Assistants,['Internet browser software']
Paralegals and Legal Assistants,['Video conferencing software']
Paralegals and Legal Assistants,['File versioning software']
"Title Examiners, Abstractors, and Searchers",['Desktop calculator']
"Title Examiners, Abstractors, and Searchers",['Scanners']
"Title Examiners, Abstractors, and Searchers",['Laser printers']
"Title Examiners, Abstractors, and Searchers",['Desktop computers']
"Title Examiners, Abstractors, and Searchers",['Notebook computers']
"Title Examiners, Abstractors, and Searchers",['Laser fax machine']
"Title Examiners, Abstractors, and Searchers",['Special purpose telephones']
"Title Examiners, Abstractors, and Searchers",['Personal computers']
"Title Examiners, Abstractors, and Searchers",['Photocopiers']
"Title Examiners, Abstractors, and Searchers",['Accounting software']
"Title Examiners, Abstractors, and Searchers",['Document management software']
"Title Examiners, Abstractors, and Searchers",['Calendar and scheduling software']
"Title Examiners, Abstractors, and Searchers",['Customer relationship management CRM software']
"Title Examiners, Abstractors, and Searchers",['Data base user interface and query software']
"Title Examiners, Abstractors, and Searchers",['Geographic information system']
"Title Examiners, Abstractors, and Searchers",['Office suite software']
"Title Examiners, Abstractors, and Searchers",['Spreadsheet software']
"Title Examiners, Abstractors, and Searchers",['Internet browser software']
"Title Examiners, Abstractors, and Searchers",['Electronic mail software']
"Title Examiners, Abstractors, and Searchers",['Presentation software']
"Title Examiners, Abstractors, and Searchers",['Operating system software']
"Title Examiners, Abstractors, and Searchers",['Word processing software']
"Title Examiners, Abstractors, and Searchers",['Enterprise resource planning ERP software']
"Title Examiners, Abstractors, and Searchers",['Project management software']
"Legal Support Workers, All Other",[]
"Business Teachers, Postsecondary",['Slide projectors']
"Business Teachers, Postsecondary",['Digital cameras']
"Business Teachers, Postsecondary",['Compact disk players or recorders']
"Business Teachers, Postsecondary",['Scanners']
"Business Teachers, Postsecondary",['Laser printers']
"Business Teachers, Postsecondary",['Multimedia projectors']
"Business Teachers, Postsecondary",['Teleconference equipment']
"Business Teachers, Postsecondary",['Desktop computers']
"Business Teachers, Postsecondary",['Pocket calculator']
"Business Teachers, Postsecondary",['Digital camcorders or video cameras']
"Business Teachers, Postsecondary",['Digital video disk players or recorders']
"Business Teachers, Postsecondary",['Microphones']
"Business Teachers, Postsecondary",['Portable data input terminals']
"Business Teachers, Postsecondary",['Touch screen monitors']
"Business Teachers, Postsecondary",['Notebook computers']
"Business Teachers, Postsecondary",['Laser fax machine']
"Business Teachers, Postsecondary",['Liquid crystal display projector']
"Business Teachers, Postsecondary",['Televisions']
"Business Teachers, Postsecondary",['Microphone stand']
"Business Teachers, Postsecondary",['MP3 players or recorders']
"Business Teachers, Postsecondary",['Special purpose telephones']
"Business Teachers, Postsecondary",['Epidiascopes']
"Business Teachers, Postsecondary",['Overhead projectors']
"Business Teachers, Postsecondary",['Personal computers']
"Business Teachers, Postsecondary",['Photocopiers']
"Business Teachers, Postsecondary",['Inkjet printers']
"Business Teachers, Postsecondary",['Tablet computers']
"Business Teachers, Postsecondary",['High capacity removable media drives']
"Business Teachers, Postsecondary",['Videoconferencing systems']
"Business Teachers, Postsecondary",['Web cameras']
"Business Teachers, Postsecondary",['Computer based training software']
"Business Teachers, Postsecondary",['Calendar and scheduling software']
"Business Teachers, Postsecondary",['Word processing software']
"Business Teachers, Postsecondary",['Information retrieval or search software']
"Business Teachers, Postsecondary",['Electronic mail software']
"Business Teachers, Postsecondary",['Web platform development software']
"Business Teachers, Postsecondary",['Analytical or scientific software']
"Business Teachers, Postsecondary",['Optical character reader OCR or scanning software']
"Business Teachers, Postsecondary",['Spreadsheet software']
"Business Teachers, Postsecondary",['Office suite software']
"Business Teachers, Postsecondary",['Presentation software']
"Business Teachers, Postsecondary",['Object or component oriented development software']
"Business Teachers, Postsecondary",['Accounting software']
"Business Teachers, Postsecondary",['Internet browser software']
"Computer Science Teachers, Postsecondary",['Slide projectors']
"Computer Science Teachers, Postsecondary",['Digital cameras']
"Computer Science Teachers, Postsecondary",['Compact disk players or recorders']
"Computer Science Teachers, Postsecondary",['Scanners']
"Computer Science Teachers, Postsecondary",['Laser printers']
"Computer Science Teachers, Postsecondary",['Multimedia projectors']
"Computer Science Teachers, Postsecondary",['Teleconference equipment']
"Computer Science Teachers, Postsecondary",['Desktop computers']
"Computer Science Teachers, Postsecondary",['Pocket calculator']
"Computer Science Teachers, Postsecondary",['Digital video disk players or recorders']
"Computer Science Teachers, Postsecondary",['Video editors']
