Title,Tech Skills
Medical Equipment Repairers,['Binocular light compound microscopes']
Medical Equipment Repairers,['Oxygen gas analyzers']
Medical Equipment Repairers,['Frequency calibrator or simulator']
Medical Equipment Repairers,['pH meters']
Medical Equipment Repairers,['Phasemeters']
Medical Equipment Repairers,['Screwdrivers']
Medical Equipment Repairers,['Pipe wrenches']
Medical Equipment Repairers,['Power screwguns']
Medical Equipment Repairers,['Pressure indicators']
Medical Equipment Repairers,['Pressure or vacuum recorders']
Medical Equipment Repairers,['Pulse oximeter unit accessories']
Medical Equipment Repairers,['Adjustable widemouth pliers']
Medical Equipment Repairers,['Putty knives']
Medical Equipment Repairers,['Round file']
Medical Equipment Repairers,['Safety glasses']
Medical Equipment Repairers,['Goggles']
Medical Equipment Repairers,['End cut pliers']
Medical Equipment Repairers,['Sockets']
Medical Equipment Repairers,['Soldering iron']
Medical Equipment Repairers,['Frequency analyzers']
Medical Equipment Repairers,['Tinners snips']
Medical Equipment Repairers,['Torx keys']
Medical Equipment Repairers,['Medical ultrasound or doppler or echocardiograph transducer']
Medical Equipment Repairers,['Wattmeters']
Medical Equipment Repairers,['Forklifts']
Medical Equipment Repairers,['Wire lug crimping tool']
Medical Equipment Repairers,['Stripping tools']
Medical Equipment Repairers,['Antistatic wrist straps']
Medical Equipment Repairers,['Facilities management software']
Medical Equipment Repairers,['Video conferencing software']
Medical Equipment Repairers,['Medical software']
Medical Equipment Repairers,['Spreadsheet software']
Medical Equipment Repairers,['Office suite software']
Medical Equipment Repairers,['Electronic mail software']
Medical Equipment Repairers,['Presentation software']
Medical Equipment Repairers,['Word processing software']
Medical Equipment Repairers,['Operating system software']
Medical Equipment Repairers,['Customer relationship management CRM software']
Medical Equipment Repairers,['Enterprise resource planning ERP software']
Medical Equipment Repairers,['Internet browser software']
Musical Instrument Repairers and Tuners,['Specialty wrenches']
Musical Instrument Repairers and Tuners,['C clamps']
Musical Instrument Repairers and Tuners,['Saws']
Musical Instrument Repairers and Tuners,['Pullers']
Musical Instrument Repairers and Tuners,['Compressed air gun']
Musical Instrument Repairers and Tuners,['Air hoses']
Musical Instrument Repairers and Tuners,['Alcohol lamp']
Musical Instrument Repairers and Tuners,['Alignment jig']
Musical Instrument Repairers and Tuners,['Allen wrench']
Musical Instrument Repairers and Tuners,['Laboratory forceps']
Musical Instrument Repairers and Tuners,['Arbors']
Musical Instrument Repairers and Tuners,['Punches or nail sets or drifts']
Musical Instrument Repairers and Tuners,['Spray gun']
Musical Instrument Repairers and Tuners,['Hex keys']
Musical Instrument Repairers and Tuners,['Web clamp']
Musical Instrument Repairers and Tuners,['Hand reamer']
Musical Instrument Repairers and Tuners,['Belt sander']
Musical Instrument Repairers and Tuners,['Anvils']
Musical Instrument Repairers and Tuners,['Work benches']
Musical Instrument Repairers and Tuners,['Cleaning brushes']
Musical Instrument Repairers and Tuners,['Bench grinder']
Musical Instrument Repairers and Tuners,['Automatic lathe or chucking machine']
Musical Instrument Repairers and Tuners,['General purpose motor AC']
Musical Instrument Repairers and Tuners,['Oil lubricator']
Musical Instrument Repairers and Tuners,['Cable bender']
Musical Instrument Repairers and Tuners,['Blow torch']
Musical Instrument Repairers and Tuners,['Blow pipe']
Musical Instrument Repairers and Tuners,['Boring tool']
Musical Instrument Repairers and Tuners,['Power buffers']
Musical Instrument Repairers and Tuners,['Gas burners']
Musical Instrument Repairers and Tuners,['Burnisher']
Musical Instrument Repairers and Tuners,['Calipers']
Musical Instrument Repairers and Tuners,['Extending clamp']
Musical Instrument Repairers and Tuners,['Center punch']
Musical Instrument Repairers and Tuners,['Needlenose pliers']
Musical Instrument Repairers and Tuners,['Chamfering machine']
Musical Instrument Repairers and Tuners,['Dip tanks']
Musical Instrument Repairers and Tuners,['Levels']
Musical Instrument Repairers and Tuners,['Wire wrapping tool']
Musical Instrument Repairers and Tuners,['Cold chisels']
Musical Instrument Repairers and Tuners,['Countersink tool or counterbore tool']
Musical Instrument Repairers and Tuners,['Tweezers']
Musical Instrument Repairers and Tuners,['Curved nose pliers']
Musical Instrument Repairers and Tuners,['Shears']
Musical Instrument Repairers and Tuners,['Hook wrenches']
Musical Instrument Repairers and Tuners,['Hammers']
Musical Instrument Repairers and Tuners,['Tube bending machine']
Musical Instrument Repairers and Tuners,['Diagonal cut pliers']
Musical Instrument Repairers and Tuners,['Die stocks']
Musical Instrument Repairers and Tuners,['Humidity sensor']
Musical Instrument Repairers and Tuners,['Electronic instrument tuner']
Musical Instrument Repairers and Tuners,['Disc sander']
Musical Instrument Repairers and Tuners,['Dollies']
Musical Instrument Repairers and Tuners,['Drill gauge']
Musical Instrument Repairers and Tuners,['Drilling machines']
Musical Instrument Repairers and Tuners,['Flat nose pliers']
Musical Instrument Repairers and Tuners,['Screw clamps']
Musical Instrument Repairers and Tuners,['End cut pliers']
Musical Instrument Repairers and Tuners,['Hand clamps']
Musical Instrument Repairers and Tuners,['Feeler gauges']
Musical Instrument Repairers and Tuners,['Rotary paper or fabric cutter']
Musical Instrument Repairers and Tuners,['Artist knives']
Musical Instrument Repairers and Tuners,['Wire brushes']
Musical Instrument Repairers and Tuners,['Sash clamp']
Musical Instrument Repairers and Tuners,['Screwdrivers']
Musical Instrument Repairers and Tuners,['Fluorescent lamps']
Musical Instrument Repairers and Tuners,['Angle gauge']
Musical Instrument Repairers and Tuners,['Ironing machines or presses']
Musical Instrument Repairers and Tuners,['Hand sander']
Musical Instrument Repairers and Tuners,['Precision file']
Musical Instrument Repairers and Tuners,['Straight edges']
Musical Instrument Repairers and Tuners,['Depth gauges']
Musical Instrument Repairers and Tuners,['Applicator brushes']
Musical Instrument Repairers and Tuners,['Glue guns']
Musical Instrument Repairers and Tuners,['Laboratory heaters']
Musical Instrument Repairers and Tuners,['Tension testers']
Musical Instrument Repairers and Tuners,['Calibration weights or weight sets']
Musical Instrument Repairers and Tuners,['Jacks']
Musical Instrument Repairers and Tuners,['Humidifiers']
Musical Instrument Repairers and Tuners,['Hacksaw']
Musical Instrument Repairers and Tuners,['Protractors']
Musical Instrument Repairers and Tuners,['Spacers or standoffs']
Musical Instrument Repairers and Tuners,['Hand or push drill']
Musical Instrument Repairers and Tuners,['Planes']
Musical Instrument Repairers and Tuners,['Hand sprayers']
Musical Instrument Repairers and Tuners,['Manual wire straighteners']
Musical Instrument Repairers and Tuners,['Welding or soldering kit']
Musical Instrument Repairers and Tuners,['Heat guns']
Musical Instrument Repairers and Tuners,['Conduit benders']
Musical Instrument Repairers and Tuners,['Height gauges']
Musical Instrument Repairers and Tuners,['Incandescent lamps']
Musical Instrument Repairers and Tuners,['Inspection mirror']
Musical Instrument Repairers and Tuners,['Audio mixing consoles']
Musical Instrument Repairers and Tuners,['Loupes']
Musical Instrument Repairers and Tuners,['Pressure indicators']
Musical Instrument Repairers and Tuners,['Scribers']
Musical Instrument Repairers and Tuners,['Magnetizer demagnetizer devices']
Musical Instrument Repairers and Tuners,['Magnifiers']
Musical Instrument Repairers and Tuners,['Mallets']
Musical Instrument Repairers and Tuners,['Micrometers']
Musical Instrument Repairers and Tuners,['Multimeters']
Musical Instrument Repairers and Tuners,['Wire gauge']
Musical Instrument Repairers and Tuners,['Needle file']
Musical Instrument Repairers and Tuners,['Nut drivers']
Musical Instrument Repairers and Tuners,['Knife file']
Musical Instrument Repairers and Tuners,['Heating or drying equipment or accessories']
Musical Instrument Repairers and Tuners,['Magnetic tools']
Musical Instrument Repairers and Tuners,['Tuning pins']
Musical Instrument Repairers and Tuners,['Awls']
Musical Instrument Repairers and Tuners,['Power saws']
Musical Instrument Repairers and Tuners,['Guide jig']
Musical Instrument Repairers and Tuners,['Power drills']
Musical Instrument Repairers and Tuners,['Power sanders']
Musical Instrument Repairers and Tuners,['Pry bars']
Musical Instrument Repairers and Tuners,['Utility knives']
Musical Instrument Repairers and Tuners,['Radius gauge']
Musical Instrument Repairers and Tuners,['Round file']
Musical Instrument Repairers and Tuners,['Rulers']
Musical Instrument Repairers and Tuners,['Power routers']
Musical Instrument Repairers and Tuners,['Positioning jig']
Musical Instrument Repairers and Tuners,['Sand blasting machine']
Musical Instrument Repairers and Tuners,['Screw extractors']
Musical Instrument Repairers and Tuners,['Thickness measuring devices']
Musical Instrument Repairers and Tuners,['Thread counters or gauges']
Musical Instrument Repairers and Tuners,['Saw blades']
Musical Instrument Repairers and Tuners,['Tongs']
Musical Instrument Repairers and Tuners,['Soldering iron']
Musical Instrument Repairers and Tuners,['Lighters']
Musical Instrument Repairers and Tuners,['Gas compressors']
Musical Instrument Repairers and Tuners,['Metal cutters']
Musical Instrument Repairers and Tuners,['Packing hooks']
Musical Instrument Repairers and Tuners,['Surface thermometers']
Musical Instrument Repairers and Tuners,['T handle tap wrenches']
Musical Instrument Repairers and Tuners,['Telescoping gauge']
Musical Instrument Repairers and Tuners,['Tenoner or tenoning machine']
Musical Instrument Repairers and Tuners,['Threading die hand tool']
Musical Instrument Repairers and Tuners,['Tinners snips']
Musical Instrument Repairers and Tuners,['Hole saws']
Musical Instrument Repairers and Tuners,['Torque wrenches']
Musical Instrument Repairers and Tuners,['Torx keys']
Musical Instrument Repairers and Tuners,['Flaring tool']
Musical Instrument Repairers and Tuners,['Tuning forks']
Musical Instrument Repairers and Tuners,['Tuning bars']
Musical Instrument Repairers and Tuners,['Lapping machine']
Musical Instrument Repairers and Tuners,['Hold down clamps']
Musical Instrument Repairers and Tuners,['Locking pliers']
Musical Instrument Repairers and Tuners,['Laboratory spoon']
Musical Instrument Repairers and Tuners,['Wire cutters']
Musical Instrument Repairers and Tuners,['Wood chisels']
Musical Instrument Repairers and Tuners,['Analytical or scientific software']
Watch and Clock Repairers,['Manual wire straighteners']
Watch and Clock Repairers,['Sound detector']
Watch and Clock Repairers,['Audio amplifier']
Watch and Clock Repairers,['Watch or clock repair kits']
Watch and Clock Repairers,['Utility knives']
Watch and Clock Repairers,['Grinding wheels']
Watch and Clock Repairers,['Mechanical or ultrasonic metal cleaner']
Watch and Clock Repairers,['Drill bit set']
Watch and Clock Repairers,['Watch or clock case openers']
Watch and Clock Repairers,['Clock timers']
Watch and Clock Repairers,['Angle measuring instrument']
Watch and Clock Repairers,['Magnetizer demagnetizer devices']
Watch and Clock Repairers,['Thickness measuring devices']
Watch and Clock Repairers,['Pullers']
Watch and Clock Repairers,['Binocular light compound microscopes']
Watch and Clock Repairers,['Glass cutters']
Watch and Clock Repairers,['Specialty wrenches']
Watch and Clock Repairers,['Hammers']
Watch and Clock Repairers,['Loupes']
Watch and Clock Repairers,['Rubber mallet']
Watch and Clock Repairers,['Pressure or steam cleaners']
Watch and Clock Repairers,['Magnifying lamp']
Watch and Clock Repairers,['Micrometer calipers']
Watch and Clock Repairers,['Mini pliers']
Watch and Clock Repairers,['Oil can']
Watch and Clock Repairers,['Screw extractors']
Watch and Clock Repairers,['Needle file']
Watch and Clock Repairers,['Tweezers']
Watch and Clock Repairers,['Battery testers']
Watch and Clock Repairers,['Bench vises']
Watch and Clock Repairers,['Project management software']
Watch and Clock Repairers,['Electronic mail software']
Watch and Clock Repairers,['Accounting software']
Watch and Clock Repairers,['Spreadsheet software']
Watch and Clock Repairers,['Office suite software']
Watch and Clock Repairers,['Word processing software']
Watch and Clock Repairers,['Enterprise resource planning ERP software']
Watch and Clock Repairers,['Data base user interface and query software']
"Precision Instrument and Equipment Repairers, All Other",[]
"Maintenance and Repair Workers, General",['Adjustable wrenches']
"Maintenance and Repair Workers, General",['Adjustable widemouth pliers']
"Maintenance and Repair Workers, General",['Air compressors']
"Maintenance and Repair Workers, General",['Hex keys']
"Maintenance and Repair Workers, General",['Augers']
"Maintenance and Repair Workers, General",['Ball peen hammer']
"Maintenance and Repair Workers, General",['Specialty wrenches']
"Maintenance and Repair Workers, General",['Pullers']
"Maintenance and Repair Workers, General",['Biscuit jointers']
"Maintenance and Repair Workers, General",['Blocks or pulleys']
"Maintenance and Repair Workers, General",['Welder torch']
"Maintenance and Repair Workers, General",['Levels']
"Maintenance and Repair Workers, General",['Caulking guns']
"Maintenance and Repair Workers, General",['Punches or nail sets or drifts']
"Maintenance and Repair Workers, General",['Locking pliers']
"Maintenance and Repair Workers, General",['Demolition hammers']
"Maintenance and Repair Workers, General",['Hole saws']
"Maintenance and Repair Workers, General",['Power saws']
"Maintenance and Repair Workers, General",['Claw hammer']
"Maintenance and Repair Workers, General",['Drain or pipe cleaning equipment']
"Maintenance and Repair Workers, General",['Squares']
"Maintenance and Repair Workers, General",['Trowels']
"Maintenance and Repair Workers, General",['Conduit benders']
"Maintenance and Repair Workers, General",['Wire or cable cutter']
"Maintenance and Repair Workers, General",['Pipe or tube cutter']
"Maintenance and Repair Workers, General",['Power drills']
"Maintenance and Repair Workers, General",['Pry bars']
"Maintenance and Repair Workers, General",['Voltage or current meters']
"Maintenance and Repair Workers, General",['Blow torch']
"Maintenance and Repair Workers, General",['Hammers']
"Maintenance and Repair Workers, General",['Desktop computers']
"Maintenance and Repair Workers, General",['Diagonal cut pliers']
"Maintenance and Repair Workers, General",['Calipers']
"Maintenance and Repair Workers, General",['Dial indicator or dial gauge']
"Maintenance and Repair Workers, General",['Micrometers']
"Maintenance and Repair Workers, General",['Dollies']
"Maintenance and Repair Workers, General",['Drilling machines']
"Maintenance and Repair Workers, General",['Dump trucks']
"Maintenance and Repair Workers, General",['Respirators']
"Maintenance and Repair Workers, General",['Power nail guns']
"Maintenance and Repair Workers, General",['Power planes']
"Maintenance and Repair Workers, General",['Power sanders']
"Maintenance and Repair Workers, General",['Hedge clippers']
"Maintenance and Repair Workers, General",['Pipe wrenches']
"Maintenance and Repair Workers, General",['Feeler gauges']
"Maintenance and Repair Workers, General",['Fish tape']
"Maintenance and Repair Workers, General",['Power flaring tool']
"Maintenance and Repair Workers, General",['Screwdrivers']
"Maintenance and Repair Workers, General",['Fuse pullers']
"Maintenance and Repair Workers, General",['Gas welding or brazing or cutting apparatus']
"Maintenance and Repair Workers, General",['Hose cutter']
"Maintenance and Repair Workers, General",['Grease guns']
"Maintenance and Repair Workers, General",['Hacksaw']
"Maintenance and Repair Workers, General",['Grinders']
"Maintenance and Repair Workers, General",['Jacks']
"Maintenance and Repair Workers, General",['Hand sprayers']
"Maintenance and Repair Workers, General",['Saws']
"Maintenance and Repair Workers, General",['Hand trucks or accessories']
"Maintenance and Repair Workers, General",['Portable data input terminals']
"Maintenance and Repair Workers, General",['Pressure or steam cleaners']
"Maintenance and Repair Workers, General",['Hoists']
"Maintenance and Repair Workers, General",['Offset socket wrenches']
"Maintenance and Repair Workers, General",['Hydraulic truck cranes']
"Maintenance and Repair Workers, General",['Picks']
"Maintenance and Repair Workers, General",['Brooms']
"Maintenance and Repair Workers, General",['Inspection mirror']
"Maintenance and Repair Workers, General",['Pneumatic hammer']
"Maintenance and Repair Workers, General",['Notebook computers']
"Maintenance and Repair Workers, General",['Tracer or duplicating or contouring lathe']
"Maintenance and Repair Workers, General",['Lawnmowers']
"Maintenance and Repair Workers, General",['C clamps']
"Maintenance and Repair Workers, General",['Ratchets']
"Maintenance and Repair Workers, General",['Tape measures']
"Maintenance and Repair Workers, General",['Cold chisels']
"Maintenance and Repair Workers, General",['Mitre box']
"Maintenance and Repair Workers, General",['Needlenose pliers']
"Maintenance and Repair Workers, General",['Nut drivers']
"Maintenance and Repair Workers, General",['Ohmmeters']
"Maintenance and Repair Workers, General",['Oil can']
"Maintenance and Repair Workers, General",['Paint brushes']
"Maintenance and Repair Workers, General",['Paint rollers']
"Maintenance and Repair Workers, General",['Paint sprayers']
"Maintenance and Repair Workers, General",['Personal computers']
"Maintenance and Repair Workers, General",['Threading die hand tool']
"Maintenance and Repair Workers, General",['Pipe vises']
"Maintenance and Repair Workers, General",['Plumb bobs']
"Maintenance and Repair Workers, General",['Drain or toilet plunger']
"Maintenance and Repair Workers, General",['Two way radios']
"Maintenance and Repair Workers, General",['Spot welding machine']
"Maintenance and Repair Workers, General",['Lifts']
"Maintenance and Repair Workers, General",['Power routers']
"Maintenance and Repair Workers, General",['Precision file']
"Maintenance and Repair Workers, General",['Safety harnesses or belts']
"Maintenance and Repair Workers, General",['Putty knives']
"Maintenance and Repair Workers, General",['Slings']
"Maintenance and Repair Workers, General",['Hammer drills']
"Maintenance and Repair Workers, General",['Rubber mallet']
"Maintenance and Repair Workers, General",['Rulers']
"Maintenance and Repair Workers, General",['Protective gloves']
"Maintenance and Repair Workers, General",['Goggles']
"Maintenance and Repair Workers, General",['Safety shoes']
"Maintenance and Repair Workers, General",['Scaffolding']
"Maintenance and Repair Workers, General",['Screw extractors']
"Maintenance and Repair Workers, General",['Scribers']
"Maintenance and Repair Workers, General",['Alarm systems']
"Maintenance and Repair Workers, General",['Sewage pumps']
"Maintenance and Repair Workers, General",['Sharpening stones or tools or kits']
"Maintenance and Repair Workers, General",['Shears']
"Maintenance and Repair Workers, General",['Shielded metal arc welding or stick welding machine']
"Maintenance and Repair Workers, General",['End cut pliers']
"Maintenance and Repair Workers, General",['Sledge hammer']
"Maintenance and Repair Workers, General",['Slip or groove joint pliers']
"Maintenance and Repair Workers, General",['Snow blowers']
"Maintenance and Repair Workers, General",['Shovels']
"Maintenance and Repair Workers, General",['Snowplow attachments']
"Maintenance and Repair Workers, General",['Socket sets']
"Maintenance and Repair Workers, General",['Soldering iron']
"Maintenance and Repair Workers, General",['Ladders']
"Maintenance and Repair Workers, General",['Straight edges']
"Maintenance and Repair Workers, General",['Stud finders']
"Maintenance and Repair Workers, General",['Threading taps']
"Maintenance and Repair Workers, General",['Tensiometers']
"Maintenance and Repair Workers, General",['Tinners snips']
"Maintenance and Repair Workers, General",['Torque wrenches']
"Maintenance and Repair Workers, General",['Backhoes']
"Maintenance and Repair Workers, General",['Trenching machines']
"Maintenance and Repair Workers, General",['Tube bending machine']
"Maintenance and Repair Workers, General",['Front end loaders']
"Maintenance and Repair Workers, General",['Liquid leak detectors']
"Maintenance and Repair Workers, General",['Utility knives']
"Maintenance and Repair Workers, General",['Dewatering pumps']
"Maintenance and Repair Workers, General",['Grinding machines']
"Maintenance and Repair Workers, General",['Ammeters']
"Maintenance and Repair Workers, General",['Water samplers']
"Maintenance and Repair Workers, General",['Wire lug crimping tool']
"Maintenance and Repair Workers, General",['Wire cutters']
"Maintenance and Repair Workers, General",['Stripping tools']
"Maintenance and Repair Workers, General",['Bench vises']
"Maintenance and Repair Workers, General",['Workshop cranes']
"Maintenance and Repair Workers, General",['Operating system software']
"Maintenance and Repair Workers, General",['Computer aided design CAD software']
"Maintenance and Repair Workers, General",['Facilities management software']
"Maintenance and Repair Workers, General",['Calendar and scheduling software']
"Maintenance and Repair Workers, General",['Data base user interface and query software']
"Maintenance and Repair Workers, General",['Industrial control software']
"Maintenance and Repair Workers, General",['Cloud-based data access and sharing software']
"Maintenance and Repair Workers, General",['Desktop communications software']
"Maintenance and Repair Workers, General",['Web page creation and editing software']
"Maintenance and Repair Workers, General",['Video conferencing software']
"Maintenance and Repair Workers, General",['Word processing software']
"Maintenance and Repair Workers, General",['Instant messaging software']
"Maintenance and Repair Workers, General",['Electronic mail software']
"Maintenance and Repair Workers, General",['Video creation and editing software']
"Maintenance and Repair Workers, General",['Spreadsheet software']
"Maintenance and Repair Workers, General",['Office suite software']
"Maintenance and Repair Workers, General",['Presentation software']
"Maintenance and Repair Workers, General",['Project management software']
"Maintenance and Repair Workers, General",['Development environment software']
"Maintenance and Repair Workers, General",['Enterprise resource planning ERP software']
"Maintenance and Repair Workers, General",['Internet browser software']
Wind Turbine Service Technicians,['Paint brushes']
Wind Turbine Service Technicians,['Adjustable widemouth pliers']
Wind Turbine Service Technicians,['Adjustable wrenches']
Wind Turbine Service Technicians,['Power meters']
Wind Turbine Service Technicians,['Ammeters']
Wind Turbine Service Technicians,['Specialty wrenches']
Wind Turbine Service Technicians,['Claw hammer']
Wind Turbine Service Technicians,['Wattmeters']
Wind Turbine Service Technicians,['Power drills']
Wind Turbine Service Technicians,['Forklift or elevator accessories or supplies']
Wind Turbine Service Technicians,['Open end wrenches']
Wind Turbine Service Technicians,['Calipers']
Wind Turbine Service Technicians,['Dynamometers']
Wind Turbine Service Technicians,['Hydrometers']
Wind Turbine Service Technicians,['Micrometers']
Wind Turbine Service Technicians,['Multimeters']
Wind Turbine Service Technicians,['Oscilloscopes']
Wind Turbine Service Technicians,['Digital cameras']
Wind Turbine Service Technicians,['Measuring wheels for distance']
Wind Turbine Service Technicians,['Winches']
Wind Turbine Service Technicians,['Safety harnesses or belts']
Wind Turbine Service Technicians,['Lasers']
Wind Turbine Service Technicians,['Forklifts']
Wind Turbine Service Technicians,['Fire retardant apparel']
Wind Turbine Service Technicians,['Signal generators']
Wind Turbine Service Technicians,['Calibrated resistance measuring equipment']
Wind Turbine Service Technicians,['Hacksaw']
Wind Turbine Service Technicians,['Punches or nail sets or drifts']
Wind Turbine Service Technicians,['Pocket calculator']
Wind Turbine Service Technicians,['Global positioning system GPS receiver']
Wind Turbine Service Technicians,['Hard hats']
Wind Turbine Service Technicians,['Battery testers']
Wind Turbine Service Technicians,['High voltage cable detection']
Wind Turbine Service Technicians,['Torque tools']
Wind Turbine Service Technicians,['Electronic measuring probes']
Wind Turbine Service Technicians,['Infrared imagers']
Wind Turbine Service Technicians,['Protective gloves']
Wind Turbine Service Technicians,['Wire cutters']
Wind Turbine Service Technicians,['Notebook computers']
Wind Turbine Service Technicians,['Longnose pliers']
Wind Turbine Service Technicians,['Lubricating oil testing kit']
Wind Turbine Service Technicians,['Torque wrenches']
Wind Turbine Service Technicians,['Tape measures']
Wind Turbine Service Technicians,['Megohmmeters']
Wind Turbine Service Technicians,['Two way radios']
Wind Turbine Service Technicians,['Applicator brushes']
Wind Turbine Service Technicians,['Levels']
Wind Turbine Service Technicians,['Personal computers']
Wind Turbine Service Technicians,['Phasemeters']
Wind Turbine Service Technicians,['Screwdrivers']
Wind Turbine Service Technicians,['Gas generators']
Wind Turbine Service Technicians,['Precision file']
Wind Turbine Service Technicians,['Microcontrollers']
Wind Turbine Service Technicians,['Acoustic ear muffs or defenders']
Wind Turbine Service Technicians,['Facial shields']
Wind Turbine Service Technicians,['Ratchets']
Wind Turbine Service Technicians,['Anemometers']
Wind Turbine Service Technicians,['Slings']
Wind Turbine Service Technicians,['Safety glasses']
Wind Turbine Service Technicians,['Fall protection lanyard']
Wind Turbine Service Technicians,['Fire escape equipment']
Wind Turbine Service Technicians,['Shackle']
Wind Turbine Service Technicians,['Sledge hammer']
Wind Turbine Service Technicians,['Welding or soldering kit']
Wind Turbine Service Technicians,['Theodolites']
Wind Turbine Service Technicians,['Threading taps']
Wind Turbine Service Technicians,['Tower cranes']
Wind Turbine Service Technicians,['Flatbed trailers']
Wind Turbine Service Technicians,['Light trucks or sport utility vehicles']
Wind Turbine Service Technicians,['Vibration testers']
Wind Turbine Service Technicians,['Voltage or current meters']
Wind Turbine Service Technicians,['Ohmmeters']
Wind Turbine Service Technicians,['Stripping tools']
Wind Turbine Service Technicians,['Bench vises']
Wind Turbine Service Technicians,['Analytical or scientific software']
Wind Turbine Service Technicians,['Facilities management software']
Wind Turbine Service Technicians,['Enterprise resource planning ERP software']
Wind Turbine Service Technicians,['Industrial control software']
Wind Turbine Service Technicians,['Spreadsheet software']
Wind Turbine Service Technicians,['Office suite software']
Wind Turbine Service Technicians,['Electronic mail software']
Wind Turbine Service Technicians,['Presentation software']
Wind Turbine Service Technicians,['Project management software']
Wind Turbine Service Technicians,['Word processing software']
Wind Turbine Service Technicians,['Data base user interface and query software']
Wind Turbine Service Technicians,['Internet browser software']
"Coin, Vending, and Amusement Machine Servicers and Repairers",['Adjustable wrenches']
"Coin, Vending, and Amusement Machine Servicers and Repairers",['Allen wrench']
"Coin, Vending, and Amusement Machine Servicers and Repairers",['Screwdrivers']
"Coin, Vending, and Amusement Machine Servicers and Repairers",['Automatic teller machines ATMs']
"Coin, Vending, and Amusement Machine Servicers and Repairers",['Specialty wrenches']
"Coin, Vending, and Amusement Machine Servicers and Repairers",['Capacitor tester']
"Coin, Vending, and Amusement Machine Servicers and Repairers",['Locking pliers']
"Coin, Vending, and Amusement Machine Servicers and Repairers",['Claw hammer']
"Coin, Vending, and Amusement Machine Servicers and Repairers",['Bill to coin changers']
"Coin, Vending, and Amusement Machine Servicers and Repairers",['Commercial use coffee or iced tea makers']
"Coin, Vending, and Amusement Machine Servicers and Repairers",['Scanners']
"Coin, Vending, and Amusement Machine Servicers and Repairers",['Power drills']
"Coin, Vending, and Amusement Machine Servicers and Repairers",['Power saws']
"Coin, Vending, and Amusement Machine Servicers and Repairers",['Magnetic stripe readers and encoders']
"Coin, Vending, and Amusement Machine Servicers and Repairers",['Magnetizer demagnetizer devices']
"Coin, Vending, and Amusement Machine Servicers and Repairers",['Desoldering Gun']
"Coin, Vending, and Amusement Machine Servicers and Repairers",['Multimeters']
"Coin, Vending, and Amusement Machine Servicers and Repairers",['Ohmmeters']
"Coin, Vending, and Amusement Machine Servicers and Repairers",['Oscilloscopes']
"Coin, Vending, and Amusement Machine Servicers and Repairers",['Voltage or current meters']
"Coin, Vending, and Amusement Machine Servicers and Repairers",['Circuit tester']
"Coin, Vending, and Amusement Machine Servicers and Repairers",['Power screwguns']
"Coin, Vending, and Amusement Machine Servicers and Repairers",['Bastard cut file']
"Coin, Vending, and Amusement Machine Servicers and Repairers",['Cold chisels']
"Coin, Vending, and Amusement Machine Servicers and Repairers",['Crimping pliers']
"Coin, Vending, and Amusement Machine Servicers and Repairers",['Optical or compact disc juke box']
"Coin, Vending, and Amusement Machine Servicers and Repairers",['Integrated circuit testers']
"Coin, Vending, and Amusement Machine Servicers and Repairers",['Magnetic tools']
"Coin, Vending, and Amusement Machine Servicers and Repairers",['Nut drivers']
"Coin, Vending, and Amusement Machine Servicers and Repairers",['Magnifying lamp']
"Coin, Vending, and Amusement Machine Servicers and Repairers",['Mini pliers']
"Coin, Vending, and Amusement Machine Servicers and Repairers",['Signal generators']
"Coin, Vending, and Amusement Machine Servicers and Repairers",['Needlenose pliers']
"Coin, Vending, and Amusement Machine Servicers and Repairers",['Precision file']
"Coin, Vending, and Amusement Machine Servicers and Repairers",['Pullers']
"Coin, Vending, and Amusement Machine Servicers and Repairers",['Personal computers']
"Coin, Vending, and Amusement Machine Servicers and Repairers",['Pinball games']
"Coin, Vending, and Amusement Machine Servicers and Repairers",['Grinding wheels']
"Coin, Vending, and Amusement Machine Servicers and Repairers",['Punches or nail sets or drifts']
"Coin, Vending, and Amusement Machine Servicers and Repairers",['Razor knives']
"Coin, Vending, and Amusement Machine Servicers and Repairers",['Power grinders']
"Coin, Vending, and Amusement Machine Servicers and Repairers",['Light bulb changer']
"Coin, Vending, and Amusement Machine Servicers and Repairers",['Poker or slot machines']
"Coin, Vending, and Amusement Machine Servicers and Repairers",['Inspection mirror']
"Coin, Vending, and Amusement Machine Servicers and Repairers",['Snack or small package goods display machines']
"Coin, Vending, and Amusement Machine Servicers and Repairers",['Soldering iron']
"Coin, Vending, and Amusement Machine Servicers and Repairers",['Pressure sensors']
"Coin, Vending, and Amusement Machine Servicers and Repairers",['Vacuum gauges']
"Coin, Vending, and Amusement Machine Servicers and Repairers",['Video games']
"Coin, Vending, and Amusement Machine Servicers and Repairers",['Wire cutters']
"Coin, Vending, and Amusement Machine Servicers and Repairers",['Wire-stripping pliers']
"Coin, Vending, and Amusement Machine Servicers and Repairers",['Flashlight']
"Coin, Vending, and Amusement Machine Servicers and Repairers",['Electronic mail software']
"Coin, Vending, and Amusement Machine Servicers and Repairers",['Inventory management software']
"Coin, Vending, and Amusement Machine Servicers and Repairers",['Spreadsheet software']
"Coin, Vending, and Amusement Machine Servicers and Repairers",['Presentation software']
"Coin, Vending, and Amusement Machine Servicers and Repairers",['Word processing software']
