Year,University,School,Degree,Properties
[2013],['Nanyang Technological University'],['College of Business (Nanyang Business School)'],['Accountancy and Business'],"{'Employment Rate (Overall)': 97.4, 'Employment Rate (Full-Time Permanent)': 96.1, 'Basic Monthly Salary': {'Mean': 3701.0, 'Median': 3200.0}, 'Gross Monthly Salary': {'Mean': 3727.0, 'Median': 3350.0, '25th Percentile': 2900.0, '75th Percentile': 4000.0}}"
[2013],['Nanyang Technological University'],['College of Business (Nanyang Business School)'],['Accountancy (3-yr direct Honours Programme)'],"{'Employment Rate (Overall)': 97.1, 'Employment Rate (Full-Time Permanent)': 95.7, 'Basic Monthly Salary': {'Mean': 2850.0, 'Median': 2700.0}, 'Gross Monthly Salary': {'Mean': 2938.0, 'Median': 2700.0, '25th Percentile': 2700.0, '75th Percentile': 2900.0}}"
[2013],['Nanyang Technological University'],['College of Business (Nanyang Business School)'],['Business (3-yr direct Honours Programme)'],"{'Employment Rate (Overall)': 90.9, 'Employment Rate (Full-Time Permanent)': 85.7, 'Basic Monthly Salary': {'Mean': 3053.0, 'Median': 3000.0}, 'Gross Monthly Salary': {'Mean': 3214.0, 'Median': 3000.0, '25th Percentile': 2700.0, '75th Percentile': 3500.0}}"
[2013],['Nanyang Technological University'],['College of Business (Nanyang Business School)'],['Business and Computing'],"{'Employment Rate (Overall)': 87.5, 'Employment Rate (Full-Time Permanent)': 87.5, 'Basic Monthly Salary': {'Mean': 3557.0, 'Median': 3400.0}, 'Gross Monthly Salary': {'Mean': 3615.0, 'Median': 3400.0, '25th Percentile': 3000.0, '75th Percentile': 4100.0}}"
[2013],['Nanyang Technological University'],['College of Engineering'],['Aerospace Engineering'],"{'Employment Rate (Overall)': 95.3, 'Employment Rate (Full-Time Permanent)': 95.3, 'Basic Monthly Salary': {'Mean': 3494.0, 'Median': 3500.0}, 'Gross Monthly Salary': {'Mean': 3536.0, 'Median': 3500.0, '25th Percentile': 3100.0, '75th Percentile': 3816.0}}"
[2013],['Nanyang Technological University'],['College of Engineering'],['Bioengineering'],"{'Employment Rate (Overall)': 81.3, 'Employment Rate (Full-Time Permanent)': 68.8, 'Basic Monthly Salary': {'Mean': 2952.0, 'Median': 2900.0}, 'Gross Monthly Salary': {'Mean': 3166.0, 'Median': 3125.0, '25th Percentile': 2893.0, '75th Percentile': 3365.0}}"
[2013],['Nanyang Technological University'],['College of Engineering'],['Chemical and Biomolecular Engineering'],"{'Employment Rate (Overall)': 87.3, 'Employment Rate (Full-Time Permanent)': 85.1, 'Basic Monthly Salary': {'Mean': 3235.0, 'Median': 3000.0}, 'Gross Monthly Salary': {'Mean': 3377.0, 'Median': 3200.0, '25th Percentile': 3000.0, '75th Percentile': 3800.0}}"
[2013],['Nanyang Technological University'],['College of Engineering'],['Computer Engineering'],"{'Employment Rate (Overall)': 90.3, 'Employment Rate (Full-Time Permanent)': 88.2, 'Basic Monthly Salary': {'Mean': 3326.0, 'Median': 3100.0}, 'Gross Monthly Salary': {'Mean': 3374.0, 'Median': 3175.0, '25th Percentile': 3000.0, '75th Percentile': 3600.0}}"
[2013],['Nanyang Technological University'],['College of Engineering'],['Civil Engineering'],"{'Employment Rate (Overall)': 94.8, 'Employment Rate (Full-Time Permanent)': 93.8, 'Basic Monthly Salary': {'Mean': 3091.0, 'Median': 3000.0}, 'Gross Monthly Salary': {'Mean': 3182.0, 'Median': 3100.0, '25th Percentile': 3000.0, '75th Percentile': 3380.0}}"
[2013],['Nanyang Technological University'],['College of Engineering'],['Computer Science'],"{'Employment Rate (Overall)': 92.1, 'Employment Rate (Full-Time Permanent)': 88.5, 'Basic Monthly Salary': {'Mean': 3249.0, 'Median': 3000.0}, 'Gross Monthly Salary': {'Mean': 3306.0, 'Median': 3125.0, '25th Percentile': 3000.0, '75th Percentile': 3600.0}}"
[2013],['Nanyang Technological University'],['College of Engineering'],['Electrical and Electronic Engineering'],"{'Employment Rate (Overall)': 91.0, 'Employment Rate (Full-Time Permanent)': 88.7, 'Basic Monthly Salary': {'Mean': 3133.0, 'Median': 3000.0}, 'Gross Monthly Salary': {'Mean': 3187.0, 'Median': 3100.0, '25th Percentile': 3000.0, '75th Percentile': 3440.0}}"
[2013],['Nanyang Technological University'],['College of Engineering'],['Environmental Engineering'],"{'Employment Rate (Overall)': 84.0, 'Employment Rate (Full-Time Permanent)': 81.5, 'Basic Monthly Salary': {'Mean': 3091.0, 'Median': 3000.0}, 'Gross Monthly Salary': {'Mean': 3140.0, 'Median': 3000.0, '25th Percentile': 3000.0, '75th Percentile': 3300.0}}"
[2013],['Nanyang Technological University'],['College of Engineering'],['Information Engineering and Media'],"{'Employment Rate (Overall)': 85.7, 'Employment Rate (Full-Time Permanent)': 79.6, 'Basic Monthly Salary': {'Mean': 3160.0, 'Median': 3150.0}, 'Gross Monthly Salary': {'Mean': 3203.0, 'Median': 3200.0, '25th Percentile': 2950.0, '75th Percentile': 3400.0}}"
[2013],['Nanyang Technological University'],['College of Engineering'],['Materials Engineering'],"{'Employment Rate (Overall)': 82.5, 'Employment Rate (Full-Time Permanent)': 78.9, 'Basic Monthly Salary': {'Mean': 2989.0, 'Median': 3000.0}, 'Gross Monthly Salary': {'Mean': 3096.0, 'Median': 3000.0, '25th Percentile': 2800.0, '75th Percentile': 3300.0}}"
[2013],['Nanyang Technological University'],['College of Engineering'],['Mechanical Engineering'],"{'Employment Rate (Overall)': 91.6, 'Employment Rate (Full-Time Permanent)': 89.5, 'Basic Monthly Salary': {'Mean': 3125.0, 'Median': 3000.0}, 'Gross Monthly Salary': {'Mean': 3226.0, 'Median': 3100.0, '25th Percentile': 3000.0, '75th Percentile': 3500.0}}"
[2013],['Nanyang Technological University'],['College of Engineering'],['Maritime Studies'],"{'Employment Rate (Overall)': 95.6, 'Employment Rate (Full-Time Permanent)': 93.3, 'Basic Monthly Salary': {'Mean': 3050.0, 'Median': 3000.0}, 'Gross Monthly Salary': {'Mean': 3111.0, 'Median': 3000.0, '25th Percentile': 2850.0, '75th Percentile': 3200.0}}"
[2013],['Nanyang Technological University'],"['College of Humanities, Arts & Social Sciences']","['Art, Design & Media']","{'Employment Rate (Overall)': 81.6, 'Employment Rate (Full-Time Permanent)': 61.4, 'Basic Monthly Salary': {'Mean': 2639.0, 'Median': 2500.0}, 'Gross Monthly Salary': {'Mean': 2638.0, 'Median': 2500.0, '25th Percentile': 2300.0, '75th Percentile': 2900.0}}"
[2013],['Nanyang Technological University'],"['College of Humanities, Arts & Social Sciences']",['Chinese'],"{'Employment Rate (Overall)': 85.1, 'Employment Rate (Full-Time Permanent)': 80.5, 'Basic Monthly Salary': {'Mean': 2818.0, 'Median': 2800.0}, 'Gross Monthly Salary': {'Mean': 2924.0, 'Median': 3000.0, '25th Percentile': 2600.0, '75th Percentile': 3300.0}}"
[2013],['Nanyang Technological University'],"['College of Humanities, Arts & Social Sciences']",['Communication Studies'],"{'Employment Rate (Overall)': 89.4, 'Employment Rate (Full-Time Permanent)': 79.6, 'Basic Monthly Salary': {'Mean': 2893.0, 'Median': 2930.0}, 'Gross Monthly Salary': {'Mean': 2956.0, 'Median': 3000.0, '25th Percentile': 2700.0, '75th Percentile': 3250.0}}"
[2013],['Nanyang Technological University'],"['College of Humanities, Arts & Social Sciences']",['Economics'],"{'Employment Rate (Overall)': 89.9, 'Employment Rate (Full-Time Permanent)': 83.5, 'Basic Monthly Salary': {'Mean': 3085.0, 'Median': 3000.0}, 'Gross Monthly Salary': {'Mean': 3148.0, 'Median': 3000.0, '25th Percentile': 2800.0, '75th Percentile': 3545.0}}"
[2013],['Nanyang Technological University'],"['College of Humanities, Arts & Social Sciences']",['English'],"{'Employment Rate (Overall)': 82.7, 'Employment Rate (Full-Time Permanent)': 67.3, 'Basic Monthly Salary': {'Mean': 3087.0, 'Median': 3000.0}, 'Gross Monthly Salary': {'Mean': 3179.0, 'Median': 3100.0, '25th Percentile': 2800.0, '75th Percentile': 3400.0}}"
[2013],['Nanyang Technological University'],"['College of Humanities, Arts & Social Sciences']",['Linguistics and Multilingual Studies'],"{'Employment Rate (Overall)': 90.6, 'Employment Rate (Full-Time Permanent)': 81.3, 'Basic Monthly Salary': {'Mean': 2691.0, 'Median': 2600.0}, 'Gross Monthly Salary': {'Mean': 2725.0, 'Median': 2625.0, '25th Percentile': 2475.0, '75th Percentile': 3018.0}}"
[2013],['Nanyang Technological University'],"['College of Humanities, Arts & Social Sciences']",['Psychology'],"{'Employment Rate (Overall)': 82.4, 'Employment Rate (Full-Time Permanent)': 71.8, 'Basic Monthly Salary': {'Mean': 3007.0, 'Median': 3000.0}, 'Gross Monthly Salary': {'Mean': 3061.0, 'Median': 3000.0, '25th Percentile': 2750.0, '75th Percentile': 3255.0}}"
[2013],['Nanyang Technological University'],"['College of Humanities, Arts & Social Sciences']",['Sociology'],"{'Employment Rate (Overall)': 74.4, 'Employment Rate (Full-Time Permanent)': 55.8, 'Basic Monthly Salary': {'Mean': 2980.0, 'Median': 3000.0}, 'Gross Monthly Salary': {'Mean': 3082.0, 'Median': 3100.0, '25th Percentile': 2800.0, '75th Percentile': 3310.0}}"
[2013],['Nanyang Technological University'],['College of Sciences'],['Biomedical Sciences **'],"{'Employment Rate (Overall)': 91.76495726495726, 'Employment Rate (Full-Time Permanent)': 81.97264957264957, 'Basic Monthly Salary': {'Mean': 3663.827491635043, 'Median': 3537.8017094017096}, 'Gross Monthly Salary': {'Mean': 3781.2550874, 'Median': 3631.195799145299, '25th Percentile': 3298.313247863248, '75th Percentile': 4093.868961538462}}"
[2013],['Nanyang Technological University'],['College of Sciences'],['Biomedical Sciences (Traditional Chinese Medicine) #'],"{'Employment Rate (Overall)': 90.7, 'Employment Rate (Full-Time Permanent)': 88.4, 'Basic Monthly Salary': {'Mean': 2840.0, 'Median': 2800.0}, 'Gross Monthly Salary': {'Mean': 2883.0, 'Median': 2807.0, '25th Percentile': 2700.0, '75th Percentile': 3000.0}}"
[2013],['Nanyang Technological University'],['College of Sciences'],['Biological Sciences'],"{'Employment Rate (Overall)': 78.6, 'Employment Rate (Full-Time Permanent)': 68.1, 'Basic Monthly Salary': {'Mean': 2881.0, 'Median': 2900.0}, 'Gross Monthly Salary': {'Mean': 3002.0, 'Median': 3000.0, '25th Percentile': 2700.0, '75th Percentile': 3250.0}}"
[2013],['Nanyang Technological University'],['College of Sciences'],['Chemistry & Biological Chemistry'],"{'Employment Rate (Overall)': 79.8, 'Employment Rate (Full-Time Permanent)': 68.9, 'Basic Monthly Salary': {'Mean': 2993.0, 'Median': 3000.0}, 'Gross Monthly Salary': {'Mean': 3083.0, 'Median': 3100.0, '25th Percentile': 2800.0, '75th Percentile': 3400.0}}"
[2013],['Nanyang Technological University'],['College of Sciences'],['Mathematics & Economics **'],"{'Employment Rate (Overall)': 91.76495726495726, 'Employment Rate (Full-Time Permanent)': 81.97264957264957, 'Basic Monthly Salary': {'Mean': 3663.827491635043, 'Median': 3537.8017094017096}, 'Gross Monthly Salary': {'Mean': 3781.2550874, 'Median': 3631.195799145299, '25th Percentile': 3298.313247863248, '75th Percentile': 4093.868961538462}}"
[2013],['Nanyang Technological University'],['College of Sciences'],['Mathematical Science'],"{'Employment Rate (Overall)': 86.0, 'Employment Rate (Full-Time Permanent)': 83.7, 'Basic Monthly Salary': {'Mean': 3169.0, 'Median': 3000.0}, 'Gross Monthly Salary': {'Mean': 3262.0, 'Median': 3000.0, '25th Percentile': 2750.0, '75th Percentile': 3500.0}}"
[2013],['Nanyang Technological University'],['College of Sciences'],['Physics / Applied Physics'],"{'Employment Rate (Overall)': 80.8, 'Employment Rate (Full-Time Permanent)': 69.2, 'Basic Monthly Salary': {'Mean': 3164.0, 'Median': 3000.0}, 'Gross Monthly Salary': {'Mean': 3208.0, 'Median': 3300.0, '25th Percentile': 2900.0, '75th Percentile': 3400.0}}"
[2013],['Nanyang Technological University'],['College of Sciences'],['Sports Science and Management'],"{'Employment Rate (Overall)': 68.2, 'Employment Rate (Full-Time Permanent)': 59.1, 'Basic Monthly Salary': {'Mean': 2968.0, 'Median': 3000.0}, 'Gross Monthly Salary': {'Mean': 2985.0, 'Median': 3000.0, '25th Percentile': 2700.0, '75th Percentile': 3400.0}}"
[2013],['Nanyang Technological University'],['National Institute of Education (NIE)'],['Science (with Education)'],"{'Employment Rate (Overall)': 100.0, 'Employment Rate (Full-Time Permanent)': 100.0, 'Basic Monthly Salary': {'Mean': 3377.0, 'Median': 3400.0}, 'Gross Monthly Salary': {'Mean': 3478.0, 'Median': 3498.0, '25th Percentile': 3300.0, '75th Percentile': 3800.0}}"
[2013],['Nanyang Technological University'],['National Institute of Education (NIE)'],['Arts (with Education)'],"{'Employment Rate (Overall)': 100.0, 'Employment Rate (Full-Time Permanent)': 100.0, 'Basic Monthly Salary': {'Mean': 3413.0, 'Median': 3426.0}, 'Gross Monthly Salary': {'Mean': 3506.0, 'Median': 3498.0, '25th Percentile': 3400.0, '75th Percentile': 3575.0}}"
[2013],['National University of Singapore'],['Faculty of Arts & Social Sciences'],['Bachelor of Arts'],"{'Employment Rate (Overall)': 84.8, 'Employment Rate (Full-Time Permanent)': 70.1, 'Basic Monthly Salary': {'Mean': 2741.0, 'Median': 2730.0}, 'Gross Monthly Salary': {'Mean': 2888.0, 'Median': 2800.0, '25th Percentile': 2500.0, '75th Percentile': 3080.0}}"
[2013],['National University of Singapore'],['Faculty of Arts & Social Sciences'],['Bachelor of Arts (Hons)'],"{'Employment Rate (Overall)': 86.6, 'Employment Rate (Full-Time Permanent)': 74.6, 'Basic Monthly Salary': {'Mean': 3057.0, 'Median': 3200.0}, 'Gross Monthly Salary': {'Mean': 3154.0, 'Median': 3200.0, '25th Percentile': 2800.0, '75th Percentile': 3500.0}}"
[2013],['National University of Singapore'],['Faculty of Arts & Social Sciences'],['Bachelor of Social Sciences'],"{'Employment Rate (Overall)': 88.1, 'Employment Rate (Full-Time Permanent)': 76.8, 'Basic Monthly Salary': {'Mean': 3098.0, 'Median': 3100.0}, 'Gross Monthly Salary': {'Mean': 3210.0, 'Median': 3200.0, '25th Percentile': 2800.0, '75th Percentile': 3500.0}}"
[2013],['National University of Singapore'],['NUS Business School'],['Bachelor of Business Administration'],"{'Employment Rate (Overall)': 88.7, 'Employment Rate (Full-Time Permanent)': 81.7, 'Basic Monthly Salary': {'Mean': 2960.0, 'Median': 2868.0}, 'Gross Monthly Salary': {'Mean': 3062.0, 'Median': 3000.0, '25th Percentile': 2700.0, '75th Percentile': 3370.0}}"
[2013],['National University of Singapore'],['NUS Business School'],['Bachelor of Business Administration (Hons)'],"{'Employment Rate (Overall)': 94.6, 'Employment Rate (Full-Time Permanent)': 90.3, 'Basic Monthly Salary': {'Mean': 3404.0, 'Median': 3050.0}, 'Gross Monthly Salary': {'Mean': 3512.0, 'Median': 3200.0, '25th Percentile': 2800.0, '75th Percentile': 3800.0}}"
[2013],['National University of Singapore'],['NUS Business School'],['Bachelor of Business Administration (Accountancy)'],"{'Employment Rate (Overall)': 93.3, 'Employment Rate (Full-Time Permanent)': 88.9, 'Basic Monthly Salary': {'Mean': 2740.0, 'Median': 2700.0}, 'Gross Monthly Salary': {'Mean': 2922.0, 'Median': 2700.0, '25th Percentile': 2700.0, '75th Percentile': 3018.0}}"
[2013],['National University of Singapore'],['NUS Business School'],['Bachelor of Business Administration (Accountancy) (Hons)'],"{'Employment Rate (Overall)': 97.2, 'Employment Rate (Full-Time Permanent)': 94.4, 'Basic Monthly Salary': {'Mean': 3065.0, 'Median': 2800.0}, 'Gross Monthly Salary': {'Mean': 3143.0, 'Median': 2800.0, '25th Percentile': 2700.0, '75th Percentile': 3200.0}}"
[2013],['National University of Singapore'],['School of Computing'],['Bachelor of Computing (Communications and Media)'],"{'Employment Rate (Overall)': 88.9, 'Employment Rate (Full-Time Permanent)': 77.8, 'Basic Monthly Salary': {'Mean': 3350.0, 'Median': 3000.0}, 'Gross Monthly Salary': {'Mean': 3377.0, 'Median': 3050.0, '25th Percentile': 2825.0, '75th Percentile': 3425.0}}"
[2013],['National University of Singapore'],['School of Computing'],['Bachelor of Computing (Computational Biology) **'],"{'Employment Rate (Overall)': 91.76495726495726, 'Employment Rate (Full-Time Permanent)': 81.97264957264957, 'Basic Monthly Salary': {'Mean': 3663.827491635043, 'Median': 3537.8017094017096}, 'Gross Monthly Salary': {'Mean': 3781.2550874, 'Median': 3631.195799145299, '25th Percentile': 3298.313247863248, '75th Percentile': 4093.868961538462}}"
[2013],['National University of Singapore'],['School of Computing'],['Bachelor of Computing (Computer Engineering) **'],"{'Employment Rate (Overall)': 91.76495726495726, 'Employment Rate (Full-Time Permanent)': 81.97264957264957, 'Basic Monthly Salary': {'Mean': 3663.827491635043, 'Median': 3537.8017094017096}, 'Gross Monthly Salary': {'Mean': 3781.2550874, 'Median': 3631.195799145299, '25th Percentile': 3298.313247863248, '75th Percentile': 4093.868961538462}}"
[2013],['National University of Singapore'],['School of Computing'],['Bachelor of Computing (Computer Science)'],"{'Employment Rate (Overall)': 92.4, 'Employment Rate (Full-Time Permanent)': 83.3, 'Basic Monthly Salary': {'Mean': 3933.0, 'Median': 3400.0}, 'Gross Monthly Salary': {'Mean': 3953.0, 'Median': 3425.0, '25th Percentile': 3000.0, '75th Percentile': 4000.0}}"
[2013],['National University of Singapore'],['School of Computing'],['Bachelor of Computing (Electronic Commerce)'],"{'Employment Rate (Overall)': 88.9, 'Employment Rate (Full-Time Permanent)': 83.3, 'Basic Monthly Salary': {'Mean': 3277.0, 'Median': 3050.0}, 'Gross Monthly Salary': {'Mean': 3320.0, 'Median': 3080.0, '25th Percentile': 2800.0, '75th Percentile': 3553.0}}"
[2013],['National University of Singapore'],['School of Computing'],['Bachelor of Computing (Information Systems)'],"{'Employment Rate (Overall)': 89.2, 'Employment Rate (Full-Time Permanent)': 83.9, 'Basic Monthly Salary': {'Mean': 3266.0, 'Median': 3000.0}, 'Gross Monthly Salary': {'Mean': 3322.0, 'Median': 3005.0, '25th Percentile': 3000.0, '75th Percentile': 3800.0}}"
[2013],['National University of Singapore'],['Faculty of Dentistry'],['Bachelor of Dental Surgery'],"{'Employment Rate (Overall)': 100.0, 'Employment Rate (Full-Time Permanent)': 100.0, 'Basic Monthly Salary': {'Mean': 4106.0, 'Median': 4000.0}, 'Gross Monthly Salary': {'Mean': 4106.0, 'Median': 4000.0, '25th Percentile': 4000.0, '75th Percentile': 4400.0}}"
[2013],['National University of Singapore'],['School of Design & Environment'],['Bachelor of Arts (Architecture) ** #'],"{'Employment Rate (Overall)': 91.76495726495726, 'Employment Rate (Full-Time Permanent)': 81.97264957264957, 'Basic Monthly Salary': {'Mean': 3663.827491635043, 'Median': 3537.8017094017096}, 'Gross Monthly Salary': {'Mean': 3781.2550874, 'Median': 3631.195799145299, '25th Percentile': 3298.313247863248, '75th Percentile': 4093.868961538462}}"
[2013],['National University of Singapore'],['School of Design & Environment'],['Bachelor of Arts (Industrial Design)'],"{'Employment Rate (Overall)': 82.1, 'Employment Rate (Full-Time Permanent)': 53.6, 'Basic Monthly Salary': {'Mean': 3007.0, 'Median': 2650.0}, 'Gross Monthly Salary': {'Mean': 3023.0, 'Median': 2650.0, '25th Percentile': 2400.0, '75th Percentile': 3000.0}}"
[2013],['National University of Singapore'],['School of Design & Environment'],['Bachelor of Science (Project and Facilities Management)'],"{'Employment Rate (Overall)': 96.8, 'Employment Rate (Full-Time Permanent)': 96.8, 'Basic Monthly Salary': {'Mean': 2961.0, 'Median': 2980.0}, 'Gross Monthly Salary': {'Mean': 3025.0, 'Median': 3000.0, '25th Percentile': 2800.0, '75th Percentile': 3200.0}}"
[2013],['National University of Singapore'],['School of Design & Environment'],['Bachelor of Science (Real Estate)'],"{'Employment Rate (Overall)': 89.2, 'Employment Rate (Full-Time Permanent)': 89.2, 'Basic Monthly Salary': {'Mean': 2839.0, 'Median': 2800.0}, 'Gross Monthly Salary': {'Mean': 2988.0, 'Median': 2900.0, '25th Percentile': 2600.0, '75th Percentile': 3179.0}}"
[2013],['National University of Singapore'],['Faculty of Engineering'],['Bachelor of Engineering (Bioengineering)'],"{'Employment Rate (Overall)': 74.0, 'Employment Rate (Full-Time Permanent)': 60.0, 'Basic Monthly Salary': {'Mean': 2823.0, 'Median': 3000.0}, 'Gross Monthly Salary': {'Mean': 3068.0, 'Median': 3000.0, '25th Percentile': 2720.0, '75th Percentile': 3250.0}}"
[2013],['National University of Singapore'],['Faculty of Engineering'],['Bachelor of Engineering (Chemical Engineering)'],"{'Employment Rate (Overall)': 93.2, 'Employment Rate (Full-Time Permanent)': 90.0, 'Basic Monthly Salary': {'Mean': 3245.0, 'Median': 3000.0}, 'Gross Monthly Salary': {'Mean': 3359.0, 'Median': 3175.0, '25th Percentile': 3000.0, '75th Percentile': 3644.0}}"
[2013],['National University of Singapore'],['Faculty of Engineering'],['Bachelor of Engineering (Civil Engineering)'],"{'Employment Rate (Overall)': 96.1, 'Employment Rate (Full-Time Permanent)': 94.1, 'Basic Monthly Salary': {'Mean': 3140.0, 'Median': 3000.0}, 'Gross Monthly Salary': {'Mean': 3154.0, 'Median': 3050.0, '25th Percentile': 3000.0, '75th Percentile': 3300.0}}"
[2013],['National University of Singapore'],['Faculty of Engineering'],['Bachelor of Engineering (Computer Engineering)'],"{'Employment Rate (Overall)': 88.9, 'Employment Rate (Full-Time Permanent)': 85.6, 'Basic Monthly Salary': {'Mean': 3592.0, 'Median': 3200.0}, 'Gross Monthly Salary': {'Mean': 3653.0, 'Median': 3200.0, '25th Percentile': 3000.0, '75th Percentile': 3970.0}}"
[2013],['National University of Singapore'],['Faculty of Engineering'],['Bachelor of Engineering (Electrical Engineering)'],"{'Employment Rate (Overall)': 88.5, 'Employment Rate (Full-Time Permanent)': 88.0, 'Basic Monthly Salary': {'Mean': 3286.0, 'Median': 3100.0}, 'Gross Monthly Salary': {'Mean': 3334.0, 'Median': 3200.0, '25th Percentile': 3000.0, '75th Percentile': 3600.0}}"
[2013],['National University of Singapore'],['Faculty of Engineering'],['Bachelor of Engineering (Engineering Science)'],"{'Employment Rate (Overall)': 86.2, 'Employment Rate (Full-Time Permanent)': 75.9, 'Basic Monthly Salary': {'Mean': 2940.0, 'Median': 3000.0}, 'Gross Monthly Salary': {'Mean': 2960.0, 'Median': 3000.0, '25th Percentile': 2800.0, '75th Percentile': 3150.0}}"
[2013],['National University of Singapore'],['Faculty of Engineering'],['Bachelor of Engineering (Environmental Engineering)'],"{'Employment Rate (Overall)': 93.8, 'Employment Rate (Full-Time Permanent)': 87.5, 'Basic Monthly Salary': {'Mean': 3153.0, 'Median': 3100.0}, 'Gross Monthly Salary': {'Mean': 3208.0, 'Median': 3110.0, '25th Percentile': 3000.0, '75th Percentile': 3500.0}}"
[2013],['National University of Singapore'],['Faculty of Engineering'],['Bachelor of Engineering (Industrial and Systems Engineering)'],"{'Employment Rate (Overall)': 93.9, 'Employment Rate (Full-Time Permanent)': 92.4, 'Basic Monthly Salary': {'Mean': 3330.0, 'Median': 3200.0}, 'Gross Monthly Salary': {'Mean': 3397.0, 'Median': 3200.0, '25th Percentile': 3000.0, '75th Percentile': 3800.0}}"
[2013],['National University of Singapore'],['Faculty of Engineering'],['Bachelor of Engineering (Materials Science and Engineering)'],"{'Employment Rate (Overall)': 90.9, 'Employment Rate (Full-Time Permanent)': 87.9, 'Basic Monthly Salary': {'Mean': 3036.0, 'Median': 3000.0}, 'Gross Monthly Salary': {'Mean': 3169.0, 'Median': 3000.0, '25th Percentile': 3000.0, '75th Percentile': 3260.0}}"
[2013],['National University of Singapore'],['Faculty of Engineering'],['Bachelor of Engineering (Mechanical Engineering)'],"{'Employment Rate (Overall)': 89.1, 'Employment Rate (Full-Time Permanent)': 87.2, 'Basic Monthly Salary': {'Mean': 3155.0, 'Median': 3000.0}, 'Gross Monthly Salary': {'Mean': 3319.0, 'Median': 3225.0, '25th Percentile': 3000.0, '75th Percentile': 3500.0}}"
[2013],['National University of Singapore'],['Faculty of Law'],['Bachelor of Laws (LLB) (Hons) #'],"{'Employment Rate (Overall)': 98.8, 'Employment Rate (Full-Time Permanent)': 98.2, 'Basic Monthly Salary': {'Mean': 4922.0, 'Median': 4800.0}, 'Gross Monthly Salary': {'Mean': 5099.0, 'Median': 5000.0, '25th Percentile': 4500.0, '75th Percentile': 5800.0}}"
[2013],['National University of Singapore'],['YLL School of Medicine'],['Bachelor of Medicine and Bachelor of Surgery (MBBS) #'],"{'Employment Rate (Overall)': 100.0, 'Employment Rate (Full-Time Permanent)': 100.0, 'Basic Monthly Salary': {'Mean': 4406.0, 'Median': 4500.0}, 'Gross Monthly Salary': {'Mean': 4741.0, 'Median': 4500.0, '25th Percentile': 4500.0, '75th Percentile': 5200.0}}"
[2013],['National University of Singapore'],['YLL School of Medicine'],['Bachelor of Science (Nursing)'],"{'Employment Rate (Overall)': 97.5, 'Employment Rate (Full-Time Permanent)': 97.5, 'Basic Monthly Salary': {'Mean': 2687.0, 'Median': 2750.0}, 'Gross Monthly Salary': {'Mean': 2886.0, 'Median': 2950.0, '25th Percentile': 2700.0, '75th Percentile': 3050.0}}"
[2013],['National University of Singapore'],['YLL School of Medicine'],['Bachelor of Science (Nursing) (Hons)'],"{'Employment Rate (Overall)': 100.0, 'Employment Rate (Full-Time Permanent)': 100.0, 'Basic Monthly Salary': {'Mean': 2896.0, 'Median': 3000.0}, 'Gross Monthly Salary': {'Mean': 3042.0, 'Median': 3025.0, '25th Percentile': 3000.0, '75th Percentile': 3200.0}}"
[2013],['National University of Singapore'],['Yong Siew Toh Conservatory of Music'],['Bachelor of Music **'],"{'Employment Rate (Overall)': 91.76495726495726, 'Employment Rate (Full-Time Permanent)': 81.97264957264957, 'Basic Monthly Salary': {'Mean': 3663.827491635043, 'Median': 3537.8017094017096}, 'Gross Monthly Salary': {'Mean': 3781.2550874, 'Median': 3631.195799145299, '25th Percentile': 3298.313247863248, '75th Percentile': 4093.868961538462}}"
[2013],['National University of Singapore'],['Faculty of Science'],['Bachelor of Applied Science **'],"{'Employment Rate (Overall)': 91.76495726495726, 'Employment Rate (Full-Time Permanent)': 81.97264957264957, 'Basic Monthly Salary': {'Mean': 3663.827491635043, 'Median': 3537.8017094017096}, 'Gross Monthly Salary': {'Mean': 3781.2550874, 'Median': 3631.195799145299, '25th Percentile': 3298.313247863248, '75th Percentile': 4093.868961538462}}"
[2013],['National University of Singapore'],['Faculty of Science'],['Bachelor of Applied Science (Hons)'],"{'Employment Rate (Overall)': 97.3, 'Employment Rate (Full-Time Permanent)': 97.3, 'Basic Monthly Salary': {'Mean': 2850.0, 'Median': 2750.0}, 'Gross Monthly Salary': {'Mean': 2925.0, 'Median': 2900.0, '25th Percentile': 2600.0, '75th Percentile': 3255.0}}"
[2013],['National University of Singapore'],['Faculty of Science'],['Bachelor of Science'],"{'Employment Rate (Overall)': 80.9, 'Employment Rate (Full-Time Permanent)': 65.1, 'Basic Monthly Salary': {'Mean': 2726.0, 'Median': 2700.0}, 'Gross Monthly Salary': {'Mean': 2804.0, 'Median': 2800.0, '25th Percentile': 2600.0, '75th Percentile': 3000.0}}"
[2013],['National University of Singapore'],['Faculty of Science'],['Bachelor of Science (Hons)'],"{'Employment Rate (Overall)': 83.6, 'Employment Rate (Full-Time Permanent)': 74.0, 'Basic Monthly Salary': {'Mean': 3101.0, 'Median': 3000.0}, 'Gross Monthly Salary': {'Mean': 3217.0, 'Median': 3100.0, '25th Percentile': 2868.0, '75th Percentile': 3500.0}}"
