Year,University,School,Degree,Properties
2013,Nanyang Technological University,College of Business (Nanyang Business School),Accountancy and Business,"{'Employment Rate (Overall)': 97.4, 'Employment Rate (Full-Time Permanent)': 96.1, 'Basic Monthly Salary': [3701.0, 3200.0], 'Gross Monthly Salary': [3727.0, 3350.0, 2900.0, 4000.0]}"
2013,Nanyang Technological University,College of Business (Nanyang Business School),Accountancy (3-yr direct Honours Programme),"{'Employment Rate (Overall)': 97.1, 'Employment Rate (Full-Time Permanent)': 95.7, 'Basic Monthly Salary': [2850.0, 2700.0], 'Gross Monthly Salary': [2938.0, 2700.0, 2700.0, 2900.0]}"
2013,Nanyang Technological University,College of Business (Nanyang Business School),Business (3-yr direct Honours Programme),"{'Employment Rate (Overall)': 90.9, 'Employment Rate (Full-Time Permanent)': 85.7, 'Basic Monthly Salary': [3053.0, 3000.0], 'Gross Monthly Salary': [3214.0, 3000.0, 2700.0, 3500.0]}"
2013,Nanyang Technological University,College of Business (Nanyang Business School),Business and Computing,"{'Employment Rate (Overall)': 87.5, 'Employment Rate (Full-Time Permanent)': 87.5, 'Basic Monthly Salary': [3557.0, 3400.0], 'Gross Monthly Salary': [3615.0, 3400.0, 3000.0, 4100.0]}"
2013,Nanyang Technological University,College of Engineering,Aerospace Engineering,"{'Employment Rate (Overall)': 95.3, 'Employment Rate (Full-Time Permanent)': 95.3, 'Basic Monthly Salary': [3494.0, 3500.0], 'Gross Monthly Salary': [3536.0, 3500.0, 3100.0, 3816.0]}"
2013,Nanyang Technological University,College of Engineering,Bioengineering,"{'Employment Rate (Overall)': 81.3, 'Employment Rate (Full-Time Permanent)': 68.8, 'Basic Monthly Salary': [2952.0, 2900.0], 'Gross Monthly Salary': [3166.0, 3125.0, 2893.0, 3365.0]}"
2013,Nanyang Technological University,College of Engineering,Chemical and Biomolecular Engineering,"{'Employment Rate (Overall)': 87.3, 'Employment Rate (Full-Time Permanent)': 85.1, 'Basic Monthly Salary': [3235.0, 3000.0], 'Gross Monthly Salary': [3377.0, 3200.0, 3000.0, 3800.0]}"
2013,Nanyang Technological University,College of Engineering,Computer Engineering,"{'Employment Rate (Overall)': 90.3, 'Employment Rate (Full-Time Permanent)': 88.2, 'Basic Monthly Salary': [3326.0, 3100.0], 'Gross Monthly Salary': [3374.0, 3175.0, 3000.0, 3600.0]}"
2013,Nanyang Technological University,College of Engineering,Civil Engineering,"{'Employment Rate (Overall)': 94.8, 'Employment Rate (Full-Time Permanent)': 93.8, 'Basic Monthly Salary': [3091.0, 3000.0], 'Gross Monthly Salary': [3182.0, 3100.0, 3000.0, 3380.0]}"
2013,Nanyang Technological University,College of Engineering,Computer Science,"{'Employment Rate (Overall)': 92.1, 'Employment Rate (Full-Time Permanent)': 88.5, 'Basic Monthly Salary': [3249.0, 3000.0], 'Gross Monthly Salary': [3306.0, 3125.0, 3000.0, 3600.0]}"
2013,Nanyang Technological University,College of Engineering,Electrical and Electronic Engineering,"{'Employment Rate (Overall)': 91.0, 'Employment Rate (Full-Time Permanent)': 88.7, 'Basic Monthly Salary': [3133.0, 3000.0], 'Gross Monthly Salary': [3187.0, 3100.0, 3000.0, 3440.0]}"
2013,Nanyang Technological University,College of Engineering,Environmental Engineering,"{'Employment Rate (Overall)': 84.0, 'Employment Rate (Full-Time Permanent)': 81.5, 'Basic Monthly Salary': [3091.0, 3000.0], 'Gross Monthly Salary': [3140.0, 3000.0, 3000.0, 3300.0]}"
2013,Nanyang Technological University,College of Engineering,Information Engineering and Media,"{'Employment Rate (Overall)': 85.7, 'Employment Rate (Full-Time Permanent)': 79.6, 'Basic Monthly Salary': [3160.0, 3150.0], 'Gross Monthly Salary': [3203.0, 3200.0, 2950.0, 3400.0]}"
2013,Nanyang Technological University,College of Engineering,Materials Engineering,"{'Employment Rate (Overall)': 82.5, 'Employment Rate (Full-Time Permanent)': 78.9, 'Basic Monthly Salary': [2989.0, 3000.0], 'Gross Monthly Salary': [3096.0, 3000.0, 2800.0, 3300.0]}"
2013,Nanyang Technological University,College of Engineering,Mechanical Engineering,"{'Employment Rate (Overall)': 91.6, 'Employment Rate (Full-Time Permanent)': 89.5, 'Basic Monthly Salary': [3125.0, 3000.0], 'Gross Monthly Salary': [3226.0, 3100.0, 3000.0, 3500.0]}"
2013,Nanyang Technological University,College of Engineering,Maritime Studies,"{'Employment Rate (Overall)': 95.6, 'Employment Rate (Full-Time Permanent)': 93.3, 'Basic Monthly Salary': [3050.0, 3000.0], 'Gross Monthly Salary': [3111.0, 3000.0, 2850.0, 3200.0]}"
2013,Nanyang Technological University,"College of Humanities, Arts & Social Sciences","Art, Design & Media","{'Employment Rate (Overall)': 81.6, 'Employment Rate (Full-Time Permanent)': 61.4, 'Basic Monthly Salary': [2639.0, 2500.0], 'Gross Monthly Salary': [2638.0, 2500.0, 2300.0, 2900.0]}"
2013,Nanyang Technological University,"College of Humanities, Arts & Social Sciences",Chinese,"{'Employment Rate (Overall)': 85.1, 'Employment Rate (Full-Time Permanent)': 80.5, 'Basic Monthly Salary': [2818.0, 2800.0], 'Gross Monthly Salary': [2924.0, 3000.0, 2600.0, 3300.0]}"
2013,Nanyang Technological University,"College of Humanities, Arts & Social Sciences",Communication Studies,"{'Employment Rate (Overall)': 89.4, 'Employment Rate (Full-Time Permanent)': 79.6, 'Basic Monthly Salary': [2893.0, 2930.0], 'Gross Monthly Salary': [2956.0, 3000.0, 2700.0, 3250.0]}"
2013,Nanyang Technological University,"College of Humanities, Arts & Social Sciences",Economics,"{'Employment Rate (Overall)': 89.9, 'Employment Rate (Full-Time Permanent)': 83.5, 'Basic Monthly Salary': [3085.0, 3000.0], 'Gross Monthly Salary': [3148.0, 3000.0, 2800.0, 3545.0]}"
2013,Nanyang Technological University,"College of Humanities, Arts & Social Sciences",English,"{'Employment Rate (Overall)': 82.7, 'Employment Rate (Full-Time Permanent)': 67.3, 'Basic Monthly Salary': [3087.0, 3000.0], 'Gross Monthly Salary': [3179.0, 3100.0, 2800.0, 3400.0]}"
2013,Nanyang Technological University,"College of Humanities, Arts & Social Sciences",Linguistics and Multilingual Studies,"{'Employment Rate (Overall)': 90.6, 'Employment Rate (Full-Time Permanent)': 81.3, 'Basic Monthly Salary': [2691.0, 2600.0], 'Gross Monthly Salary': [2725.0, 2625.0, 2475.0, 3018.0]}"
2013,Nanyang Technological University,"College of Humanities, Arts & Social Sciences",Psychology,"{'Employment Rate (Overall)': 82.4, 'Employment Rate (Full-Time Permanent)': 71.8, 'Basic Monthly Salary': [3007.0, 3000.0], 'Gross Monthly Salary': [3061.0, 3000.0, 2750.0, 3255.0]}"
2013,Nanyang Technological University,"College of Humanities, Arts & Social Sciences",Sociology,"{'Employment Rate (Overall)': 74.4, 'Employment Rate (Full-Time Permanent)': 55.8, 'Basic Monthly Salary': [2980.0, 3000.0], 'Gross Monthly Salary': [3082.0, 3100.0, 2800.0, 3310.0]}"
2013,Nanyang Technological University,College of Sciences,Biomedical Sciences **,"{'Employment Rate (Overall)': 91.76495726495726, 'Employment Rate (Full-Time Permanent)': 81.97264957264957, 'Basic Monthly Salary': [3663.827491635043, 3537.8017094017096], 'Gross Monthly Salary': [3781.2550874, 3631.195799145299, 3298.313247863248, 4093.868961538462]}"
2013,Nanyang Technological University,College of Sciences,Biomedical Sciences (Traditional Chinese Medicine) #,"{'Employment Rate (Overall)': 90.7, 'Employment Rate (Full-Time Permanent)': 88.4, 'Basic Monthly Salary': [2840.0, 2800.0], 'Gross Monthly Salary': [2883.0, 2807.0, 2700.0, 3000.0]}"
2013,Nanyang Technological University,College of Sciences,Biological Sciences,"{'Employment Rate (Overall)': 78.6, 'Employment Rate (Full-Time Permanent)': 68.1, 'Basic Monthly Salary': [2881.0, 2900.0], 'Gross Monthly Salary': [3002.0, 3000.0, 2700.0, 3250.0]}"
2013,Nanyang Technological University,College of Sciences,Chemistry & Biological Chemistry,"{'Employment Rate (Overall)': 79.8, 'Employment Rate (Full-Time Permanent)': 68.9, 'Basic Monthly Salary': [2993.0, 3000.0], 'Gross Monthly Salary': [3083.0, 3100.0, 2800.0, 3400.0]}"
2013,Nanyang Technological University,College of Sciences,Mathematics & Economics **,"{'Employment Rate (Overall)': 91.76495726495726, 'Employment Rate (Full-Time Permanent)': 81.97264957264957, 'Basic Monthly Salary': [3663.827491635043, 3537.8017094017096], 'Gross Monthly Salary': [3781.2550874, 3631.195799145299, 3298.313247863248, 4093.868961538462]}"
2013,Nanyang Technological University,College of Sciences,Mathematical Science,"{'Employment Rate (Overall)': 86.0, 'Employment Rate (Full-Time Permanent)': 83.7, 'Basic Monthly Salary': [3169.0, 3000.0], 'Gross Monthly Salary': [3262.0, 3000.0, 2750.0, 3500.0]}"
2013,Nanyang Technological University,College of Sciences,Physics / Applied Physics,"{'Employment Rate (Overall)': 80.8, 'Employment Rate (Full-Time Permanent)': 69.2, 'Basic Monthly Salary': [3164.0, 3000.0], 'Gross Monthly Salary': [3208.0, 3300.0, 2900.0, 3400.0]}"
2013,Nanyang Technological University,College of Sciences,Sports Science and Management,"{'Employment Rate (Overall)': 68.2, 'Employment Rate (Full-Time Permanent)': 59.1, 'Basic Monthly Salary': [2968.0, 3000.0], 'Gross Monthly Salary': [2985.0, 3000.0, 2700.0, 3400.0]}"
2013,Nanyang Technological University,National Institute of Education (NIE),Science (with Education),"{'Employment Rate (Overall)': 100.0, 'Employment Rate (Full-Time Permanent)': 100.0, 'Basic Monthly Salary': [3377.0, 3400.0], 'Gross Monthly Salary': [3478.0, 3498.0, 3300.0, 3800.0]}"
2013,Nanyang Technological University,National Institute of Education (NIE),Arts (with Education),"{'Employment Rate (Overall)': 100.0, 'Employment Rate (Full-Time Permanent)': 100.0, 'Basic Monthly Salary': [3413.0, 3426.0], 'Gross Monthly Salary': [3506.0, 3498.0, 3400.0, 3575.0]}"
2013,National University of Singapore,Faculty of Arts & Social Sciences,Bachelor of Arts,"{'Employment Rate (Overall)': 84.8, 'Employment Rate (Full-Time Permanent)': 70.1, 'Basic Monthly Salary': [2741.0, 2730.0], 'Gross Monthly Salary': [2888.0, 2800.0, 2500.0, 3080.0]}"
2013,National University of Singapore,Faculty of Arts & Social Sciences,Bachelor of Arts (Hons),"{'Employment Rate (Overall)': 86.6, 'Employment Rate (Full-Time Permanent)': 74.6, 'Basic Monthly Salary': [3057.0, 3200.0], 'Gross Monthly Salary': [3154.0, 3200.0, 2800.0, 3500.0]}"
2013,National University of Singapore,Faculty of Arts & Social Sciences,Bachelor of Social Sciences,"{'Employment Rate (Overall)': 88.1, 'Employment Rate (Full-Time Permanent)': 76.8, 'Basic Monthly Salary': [3098.0, 3100.0], 'Gross Monthly Salary': [3210.0, 3200.0, 2800.0, 3500.0]}"
2013,National University of Singapore,NUS Business School,Bachelor of Business Administration,"{'Employment Rate (Overall)': 88.7, 'Employment Rate (Full-Time Permanent)': 81.7, 'Basic Monthly Salary': [2960.0, 2868.0], 'Gross Monthly Salary': [3062.0, 3000.0, 2700.0, 3370.0]}"
2013,National University of Singapore,NUS Business School,Bachelor of Business Administration (Hons),"{'Employment Rate (Overall)': 94.6, 'Employment Rate (Full-Time Permanent)': 90.3, 'Basic Monthly Salary': [3404.0, 3050.0], 'Gross Monthly Salary': [3512.0, 3200.0, 2800.0, 3800.0]}"
2013,National University of Singapore,NUS Business School,Bachelor of Business Administration (Accountancy),"{'Employment Rate (Overall)': 93.3, 'Employment Rate (Full-Time Permanent)': 88.9, 'Basic Monthly Salary': [2740.0, 2700.0], 'Gross Monthly Salary': [2922.0, 2700.0, 2700.0, 3018.0]}"
2013,National University of Singapore,NUS Business School,Bachelor of Business Administration (Accountancy) (Hons),"{'Employment Rate (Overall)': 97.2, 'Employment Rate (Full-Time Permanent)': 94.4, 'Basic Monthly Salary': [3065.0, 2800.0], 'Gross Monthly Salary': [3143.0, 2800.0, 2700.0, 3200.0]}"
2013,National University of Singapore,School of Computing,Bachelor of Computing (Communications and Media),"{'Employment Rate (Overall)': 88.9, 'Employment Rate (Full-Time Permanent)': 77.8, 'Basic Monthly Salary': [3350.0, 3000.0], 'Gross Monthly Salary': [3377.0, 3050.0, 2825.0, 3425.0]}"
2013,National University of Singapore,School of Computing,Bachelor of Computing (Computational Biology) **,"{'Employment Rate (Overall)': 91.76495726495726, 'Employment Rate (Full-Time Permanent)': 81.97264957264957, 'Basic Monthly Salary': [3663.827491635043, 3537.8017094017096], 'Gross Monthly Salary': [3781.2550874, 3631.195799145299, 3298.313247863248, 4093.868961538462]}"
2013,National University of Singapore,School of Computing,Bachelor of Computing (Computer Engineering) **,"{'Employment Rate (Overall)': 91.76495726495726, 'Employment Rate (Full-Time Permanent)': 81.97264957264957, 'Basic Monthly Salary': [3663.827491635043, 3537.8017094017096], 'Gross Monthly Salary': [3781.2550874, 3631.195799145299, 3298.313247863248, 4093.868961538462]}"
2013,National University of Singapore,School of Computing,Bachelor of Computing (Computer Science),"{'Employment Rate (Overall)': 92.4, 'Employment Rate (Full-Time Permanent)': 83.3, 'Basic Monthly Salary': [3933.0, 3400.0], 'Gross Monthly Salary': [3953.0, 3425.0, 3000.0, 4000.0]}"
2013,National University of Singapore,School of Computing,Bachelor of Computing (Electronic Commerce),"{'Employment Rate (Overall)': 88.9, 'Employment Rate (Full-Time Permanent)': 83.3, 'Basic Monthly Salary': [3277.0, 3050.0], 'Gross Monthly Salary': [3320.0, 3080.0, 2800.0, 3553.0]}"
2013,National University of Singapore,School of Computing,Bachelor of Computing (Information Systems),"{'Employment Rate (Overall)': 89.2, 'Employment Rate (Full-Time Permanent)': 83.9, 'Basic Monthly Salary': [3266.0, 3000.0], 'Gross Monthly Salary': [3322.0, 3005.0, 3000.0, 3800.0]}"
2013,National University of Singapore,Faculty of Dentistry,Bachelor of Dental Surgery,"{'Employment Rate (Overall)': 100.0, 'Employment Rate (Full-Time Permanent)': 100.0, 'Basic Monthly Salary': [4106.0, 4000.0], 'Gross Monthly Salary': [4106.0, 4000.0, 4000.0, 4400.0]}"
2013,National University of Singapore,School of Design & Environment,Bachelor of Arts (Architecture) ** #,"{'Employment Rate (Overall)': 91.76495726495726, 'Employment Rate (Full-Time Permanent)': 81.97264957264957, 'Basic Monthly Salary': [3663.827491635043, 3537.8017094017096], 'Gross Monthly Salary': [3781.2550874, 3631.195799145299, 3298.313247863248, 4093.868961538462]}"
2013,National University of Singapore,School of Design & Environment,Bachelor of Arts (Industrial Design),"{'Employment Rate (Overall)': 82.1, 'Employment Rate (Full-Time Permanent)': 53.6, 'Basic Monthly Salary': [3007.0, 2650.0], 'Gross Monthly Salary': [3023.0, 2650.0, 2400.0, 3000.0]}"
2013,National University of Singapore,School of Design & Environment,Bachelor of Science (Project and Facilities Management),"{'Employment Rate (Overall)': 96.8, 'Employment Rate (Full-Time Permanent)': 96.8, 'Basic Monthly Salary': [2961.0, 2980.0], 'Gross Monthly Salary': [3025.0, 3000.0, 2800.0, 3200.0]}"
2013,National University of Singapore,School of Design & Environment,Bachelor of Science (Real Estate),"{'Employment Rate (Overall)': 89.2, 'Employment Rate (Full-Time Permanent)': 89.2, 'Basic Monthly Salary': [2839.0, 2800.0], 'Gross Monthly Salary': [2988.0, 2900.0, 2600.0, 3179.0]}"
2013,National University of Singapore,Faculty of Engineering,Bachelor of Engineering (Bioengineering),"{'Employment Rate (Overall)': 74.0, 'Employment Rate (Full-Time Permanent)': 60.0, 'Basic Monthly Salary': [2823.0, 3000.0], 'Gross Monthly Salary': [3068.0, 3000.0, 2720.0, 3250.0]}"
2013,National University of Singapore,Faculty of Engineering,Bachelor of Engineering (Chemical Engineering),"{'Employment Rate (Overall)': 93.2, 'Employment Rate (Full-Time Permanent)': 90.0, 'Basic Monthly Salary': [3245.0, 3000.0], 'Gross Monthly Salary': [3359.0, 3175.0, 3000.0, 3644.0]}"
2013,National University of Singapore,Faculty of Engineering,Bachelor of Engineering (Civil Engineering),"{'Employment Rate (Overall)': 96.1, 'Employment Rate (Full-Time Permanent)': 94.1, 'Basic Monthly Salary': [3140.0, 3000.0], 'Gross Monthly Salary': [3154.0, 3050.0, 3000.0, 3300.0]}"
2013,National University of Singapore,Faculty of Engineering,Bachelor of Engineering (Computer Engineering),"{'Employment Rate (Overall)': 88.9, 'Employment Rate (Full-Time Permanent)': 85.6, 'Basic Monthly Salary': [3592.0, 3200.0], 'Gross Monthly Salary': [3653.0, 3200.0, 3000.0, 3970.0]}"
2013,National University of Singapore,Faculty of Engineering,Bachelor of Engineering (Electrical Engineering),"{'Employment Rate (Overall)': 88.5, 'Employment Rate (Full-Time Permanent)': 88.0, 'Basic Monthly Salary': [3286.0, 3100.0], 'Gross Monthly Salary': [3334.0, 3200.0, 3000.0, 3600.0]}"
2013,National University of Singapore,Faculty of Engineering,Bachelor of Engineering (Engineering Science),"{'Employment Rate (Overall)': 86.2, 'Employment Rate (Full-Time Permanent)': 75.9, 'Basic Monthly Salary': [2940.0, 3000.0], 'Gross Monthly Salary': [2960.0, 3000.0, 2800.0, 3150.0]}"
2013,National University of Singapore,Faculty of Engineering,Bachelor of Engineering (Environmental Engineering),"{'Employment Rate (Overall)': 93.8, 'Employment Rate (Full-Time Permanent)': 87.5, 'Basic Monthly Salary': [3153.0, 3100.0], 'Gross Monthly Salary': [3208.0, 3110.0, 3000.0, 3500.0]}"
2013,National University of Singapore,Faculty of Engineering,Bachelor of Engineering (Industrial and Systems Engineering),"{'Employment Rate (Overall)': 93.9, 'Employment Rate (Full-Time Permanent)': 92.4, 'Basic Monthly Salary': [3330.0, 3200.0], 'Gross Monthly Salary': [3397.0, 3200.0, 3000.0, 3800.0]}"
2013,National University of Singapore,Faculty of Engineering,Bachelor of Engineering (Materials Science and Engineering),"{'Employment Rate (Overall)': 90.9, 'Employment Rate (Full-Time Permanent)': 87.9, 'Basic Monthly Salary': [3036.0, 3000.0], 'Gross Monthly Salary': [3169.0, 3000.0, 3000.0, 3260.0]}"
2013,National University of Singapore,Faculty of Engineering,Bachelor of Engineering (Mechanical Engineering),"{'Employment Rate (Overall)': 89.1, 'Employment Rate (Full-Time Permanent)': 87.2, 'Basic Monthly Salary': [3155.0, 3000.0], 'Gross Monthly Salary': [3319.0, 3225.0, 3000.0, 3500.0]}"
2013,National University of Singapore,Faculty of Law,Bachelor of Laws (LLB) (Hons) #,"{'Employment Rate (Overall)': 98.8, 'Employment Rate (Full-Time Permanent)': 98.2, 'Basic Monthly Salary': [4922.0, 4800.0], 'Gross Monthly Salary': [5099.0, 5000.0, 4500.0, 5800.0]}"
2013,National University of Singapore,YLL School of Medicine,Bachelor of Medicine and Bachelor of Surgery (MBBS) #,"{'Employment Rate (Overall)': 100.0, 'Employment Rate (Full-Time Permanent)': 100.0, 'Basic Monthly Salary': [4406.0, 4500.0], 'Gross Monthly Salary': [4741.0, 4500.0, 4500.0, 5200.0]}"
2013,National University of Singapore,YLL School of Medicine,Bachelor of Science (Nursing),"{'Employment Rate (Overall)': 97.5, 'Employment Rate (Full-Time Permanent)': 97.5, 'Basic Monthly Salary': [2687.0, 2750.0], 'Gross Monthly Salary': [2886.0, 2950.0, 2700.0, 3050.0]}"
2013,National University of Singapore,YLL School of Medicine,Bachelor of Science (Nursing) (Hons),"{'Employment Rate (Overall)': 100.0, 'Employment Rate (Full-Time Permanent)': 100.0, 'Basic Monthly Salary': [2896.0, 3000.0], 'Gross Monthly Salary': [3042.0, 3025.0, 3000.0, 3200.0]}"
2013,National University of Singapore,Yong Siew Toh Conservatory of Music,Bachelor of Music **,"{'Employment Rate (Overall)': 91.76495726495726, 'Employment Rate (Full-Time Permanent)': 81.97264957264957, 'Basic Monthly Salary': [3663.827491635043, 3537.8017094017096], 'Gross Monthly Salary': [3781.2550874, 3631.195799145299, 3298.313247863248, 4093.868961538462]}"
2013,National University of Singapore,Faculty of Science,Bachelor of Applied Science **,"{'Employment Rate (Overall)': 91.76495726495726, 'Employment Rate (Full-Time Permanent)': 81.97264957264957, 'Basic Monthly Salary': [3663.827491635043, 3537.8017094017096], 'Gross Monthly Salary': [3781.2550874, 3631.195799145299, 3298.313247863248, 4093.868961538462]}"
2013,National University of Singapore,Faculty of Science,Bachelor of Applied Science (Hons),"{'Employment Rate (Overall)': 97.3, 'Employment Rate (Full-Time Permanent)': 97.3, 'Basic Monthly Salary': [2850.0, 2750.0], 'Gross Monthly Salary': [2925.0, 2900.0, 2600.0, 3255.0]}"
2013,National University of Singapore,Faculty of Science,Bachelor of Science,"{'Employment Rate (Overall)': 80.9, 'Employment Rate (Full-Time Permanent)': 65.1, 'Basic Monthly Salary': [2726.0, 2700.0], 'Gross Monthly Salary': [2804.0, 2800.0, 2600.0, 3000.0]}"
2013,National University of Singapore,Faculty of Science,Bachelor of Science (Hons),"{'Employment Rate (Overall)': 83.6, 'Employment Rate (Full-Time Permanent)': 74.0, 'Basic Monthly Salary': [3101.0, 3000.0], 'Gross Monthly Salary': [3217.0, 3100.0, 2868.0, 3500.0]}"
2013,National University of Singapore,Faculty of Science,Bachelor of Science (Computational Biology) **,"{'Employment Rate (Overall)': 91.76495726495726, 'Employment Rate (Full-Time Permanent)': 81.97264957264957, 'Basic Monthly Salary': [3663.827491635043, 3537.8017094017096], 'Gross Monthly Salary': [3781.2550874, 3631.195799145299, 3298.313247863248, 4093.868961538462]}"
2013,National University of Singapore,Faculty of Science,Bachelor of Science (Pharmacy) (Hons) #,"{'Employment Rate (Overall)': 96.4, 'Employment Rate (Full-Time Permanent)': 96.4, 'Basic Monthly Salary': [3473.0, 3500.0], 'Gross Monthly Salary': [3540.0, 3500.0, 3350.0, 3750.0]}"
2013,Singapore Management University,School of Accountancy (4-year programme) *,Accountancy (4-years programme),"{'Employment Rate (Overall)': 94.2, 'Employment Rate (Full-Time Permanent)': 93.2, 'Basic Monthly Salary': [3231.0, 2800.0], 'Gross Monthly Salary': [3342.0, 2825.0, 2700.0, 3430.0]}"
2013,Singapore Management University,School of Accountancy (4-year programme) *,Accountancy (4-years programme) Cum Laude and above,"{'Employment Rate (Overall)': 95.2, 'Employment Rate (Full-Time Permanent)': 95.2, 'Basic Monthly Salary': [3580.0, 2900.0], 'Gross Monthly Salary': [3634.0, 3000.0, 2700.0, 3750.0]}"
2013,Singapore Management University,School of Business (4-year programme) *,Business Management (4-years programme),"{'Employment Rate (Overall)': 93.2, 'Employment Rate (Full-Time Permanent)': 87.3, 'Basic Monthly Salary': [3344.0, 3000.0], 'Gross Monthly Salary': [3520.0, 3200.0, 2800.0, 3750.0]}"
2013,Singapore Management University,School of Business (4-year programme) *,Business Management (4-years programme) Cum Laude and above,"{'Employment Rate (Overall)': 95.9, 'Employment Rate (Full-Time Permanent)': 93.8, 'Basic Monthly Salary': [3825.0, 3500.0], 'Gross Monthly Salary': [3975.0, 3580.0, 3000.0, 4100.0]}"
2013,Singapore Management University,School of Economics (4-year programme) *,Economics (4-years programme),"{'Employment Rate (Overall)': 90.6, 'Employment Rate (Full-Time Permanent)': 88.6, 'Basic Monthly Salary': [3389.0, 3200.0], 'Gross Monthly Salary': [3513.0, 3339.0, 3000.0, 3800.0]}"
2013,Singapore Management University,School of Economics (4-year programme) *,Economics (4-years programme) Cum Laude and above,"{'Employment Rate (Overall)': 94.0, 'Employment Rate (Full-Time Permanent)': 94.0, 'Basic Monthly Salary': [3731.0, 3500.0], 'Gross Monthly Salary': [3820.0, 3600.0, 3250.0, 4000.0]}"
2013,Singapore Management University,School of Information Systems (4-year programme) *,Information Systems Management (4-years programme),"{'Employment Rate (Overall)': 93.6, 'Employment Rate (Full-Time Permanent)': 89.5, 'Basic Monthly Salary': [3389.0, 3300.0], 'Gross Monthly Salary': [3468.0, 3300.0, 3000.0, 3800.0]}"
2013,Singapore Management University,School of Information Systems (4-year programme) *,Information Systems Management (4-years programme) Cum Laude and above,"{'Employment Rate (Overall)': 100.0, 'Employment Rate (Full-Time Permanent)': 90.9, 'Basic Monthly Salary': [3786.0, 3725.0], 'Gross Monthly Salary': [3862.0, 3800.0, 3500.0, 4000.0]}"
2013,Singapore Management University,School of Social Sciences (4-year programme) *,Social Sciences (4-years programme),"{'Employment Rate (Overall)': 86.5, 'Employment Rate (Full-Time Permanent)': 79.8, 'Basic Monthly Salary': [3122.0, 3000.0], 'Gross Monthly Salary': [3150.0, 3000.0, 2600.0, 3320.0]}"
2013,Singapore Management University,School of Social Sciences (4-year programme) *,Social Sciences (4-years programme) Cum Laude and above,"{'Employment Rate (Overall)': 87.5, 'Employment Rate (Full-Time Permanent)': 83.3, 'Basic Monthly Salary': [3251.0, 3200.0], 'Gross Monthly Salary': [3267.0, 3200.0, 2800.0, 3781.0]}"
2013,Singapore Management University,School of Law (4-year programme) *,Law (4-years programme) #,"{'Employment Rate (Overall)': 100.0, 'Employment Rate (Full-Time Permanent)': 100.0, 'Basic Monthly Salary': [5023.0, 4800.0], 'Gross Monthly Salary': [5246.0, 5000.0, 4500.0, 6000.0]}"
2013,Singapore Management University,School of Law (4-year programme) *,Law (4-years programme) Cum Laude and above #,"{'Employment Rate (Overall)': 100.0, 'Employment Rate (Full-Time Permanent)': 100.0, 'Basic Monthly Salary': [5329.0, 5000.0], 'Gross Monthly Salary': [5617.0, 5547.0, 4750.0, 6400.0]}"
2014,Nanyang Technological University,College of Engineering,Aerospace Engineering,"{'Employment Rate (Overall)': 84.6, 'Employment Rate (Full-Time Permanent)': 82.7, 'Basic Monthly Salary': [3715.0, 3700.0], 'Gross Monthly Salary': [3911.0, 3770.0, 3300.0, 4070.0]}"
2014,Nanyang Technological University,College of Business (Nanyang Business School),Accountancy and Business,"{'Employment Rate (Overall)': 98.2, 'Employment Rate (Full-Time Permanent)': 95.6, 'Basic Monthly Salary': [3539.0, 3300.0], 'Gross Monthly Salary': [3597.0, 3300.0, 2900.0, 4000.0]}"
2014,Nanyang Technological University,College of Business (Nanyang Business School),Accountancy (3-yr direct Honours Programme),"{'Employment Rate (Overall)': 96.6, 'Employment Rate (Full-Time Permanent)': 96.1, 'Basic Monthly Salary': [2981.0, 2800.0], 'Gross Monthly Salary': [3003.0, 2840.0, 2700.0, 3000.0]}"
2014,Nanyang Technological University,College of Business (Nanyang Business School),Business (3-yr direct Honours Programme),"{'Employment Rate (Overall)': 89.6, 'Employment Rate (Full-Time Permanent)': 80.2, 'Basic Monthly Salary': [3231.0, 3000.0], 'Gross Monthly Salary': [3318.0, 3100.0, 2800.0, 3600.0]}"
2014,Nanyang Technological University,College of Business (Nanyang Business School),Business and Computing,"{'Employment Rate (Overall)': 92.9, 'Employment Rate (Full-Time Permanent)': 89.3, 'Basic Monthly Salary': [3398.0, 3400.0], 'Gross Monthly Salary': [3431.0, 3450.0, 3232.0, 4000.0]}"
2014,Nanyang Technological University,College of Engineering,Bioengineering,"{'Employment Rate (Overall)': 79.8, 'Employment Rate (Full-Time Permanent)': 69.7, 'Basic Monthly Salary': [2998.0, 3000.0], 'Gross Monthly Salary': [3188.0, 3000.0, 2825.0, 3400.0]}"
2014,Nanyang Technological University,College of Engineering,Chemical and Biomolecular Engineering,"{'Employment Rate (Overall)': 83.8, 'Employment Rate (Full-Time Permanent)': 76.1, 'Basic Monthly Salary': [3296.0, 3250.0], 'Gross Monthly Salary': [3415.0, 3400.0, 3200.0, 3575.0]}"
2014,Nanyang Technological University,College of Engineering,Computer Engineering,"{'Employment Rate (Overall)': 91.4, 'Employment Rate (Full-Time Permanent)': 88.8, 'Basic Monthly Salary': [3423.0, 3300.0], 'Gross Monthly Salary': [3512.0, 3400.0, 3200.0, 3800.0]}"
2014,Nanyang Technological University,College of Engineering,Civil Engineering,"{'Employment Rate (Overall)': 93.8, 'Employment Rate (Full-Time Permanent)': 92.9, 'Basic Monthly Salary': [3122.0, 3000.0], 'Gross Monthly Salary': [3152.0, 3100.0, 3000.0, 3300.0]}"
