Year,University,School,Degree,Properties
2016,National University of Singapore,Faculty Of Engineering,Bachelor of Engineering (Chemical Engineering),"{'Employment Rate (Overall)': 85.3, 'Employment Rate (Full-Time Permanent)': 80.3, 'Basic Monthly Salary': [3414.0, 3250.0], 'Gross Monthly Salary': [3562.0, 3450.0, 3150.0, 4000.0]}"
2016,National University of Singapore,Faculty Of Engineering,Bachelor of Engineering (Civil Engineering),"{'Employment Rate (Overall)': 95.3, 'Employment Rate (Full-Time Permanent)': 91.9, 'Basic Monthly Salary': [3402.0, 3300.0], 'Gross Monthly Salary': [3509.0, 3420.0, 3200.0, 3800.0]}"
2016,National University of Singapore,Faculty Of Engineering,Bachelor of Engineering (Computer Engineering),"{'Employment Rate (Overall)': 89.1, 'Employment Rate (Full-Time Permanent)': 85.9, 'Basic Monthly Salary': [3884.0, 3700.0], 'Gross Monthly Salary': [3942.0, 3900.0, 3467.0, 4500.0]}"
2016,National University of Singapore,Faculty Of Engineering,Bachelor of Engineering (Electrical Engineering),"{'Employment Rate (Overall)': 91.9, 'Employment Rate (Full-Time Permanent)': 87.6, 'Basic Monthly Salary': [3669.0, 3400.0], 'Gross Monthly Salary': [3765.0, 3500.0, 3200.0, 4200.0]}"
2016,National University of Singapore,Faculty Of Engineering,Bachelor of Engineering (Engineering Science),"{'Employment Rate (Overall)': 85.2, 'Employment Rate (Full-Time Permanent)': 74.1, 'Basic Monthly Salary': [3549.0, 3400.0], 'Gross Monthly Salary': [3707.0, 3740.0, 3350.0, 4026.0]}"
2016,National University of Singapore,Faculty Of Engineering,Bachelor of Engineering (Environmental Engineering),"{'Employment Rate (Overall)': 79.3, 'Employment Rate (Full-Time Permanent)': 65.5, 'Basic Monthly Salary': [3432.0, 3300.0], 'Gross Monthly Salary': [3470.0, 3350.0, 3000.0, 3832.0]}"
2016,National University of Singapore,Faculty Of Engineering,Bachelor of Engineering (Industrial and Systems Engineering),"{'Employment Rate (Overall)': 80.3, 'Employment Rate (Full-Time Permanent)': 78.9, 'Basic Monthly Salary': [3788.0, 3450.0], 'Gross Monthly Salary': [3879.0, 3500.0, 3300.0, 4250.0]}"
2016,National University of Singapore,Faculty Of Engineering,Bachelor of Engineering (Materials Science And Engineering),"{'Employment Rate (Overall)': 90.2, 'Employment Rate (Full-Time Permanent)': 78.4, 'Basic Monthly Salary': [3381.0, 3300.0], 'Gross Monthly Salary': [3501.0, 3540.0, 3200.0, 3900.0]}"
2016,National University of Singapore,Faculty Of Engineering,Bachelor of Engineering (Mechanical Engineering),"{'Employment Rate (Overall)': 86.6, 'Employment Rate (Full-Time Permanent)': 81.0, 'Basic Monthly Salary': [3470.0, 3300.0], 'Gross Monthly Salary': [3560.0, 3400.0, 3150.0, 3800.0]}"
2016,National University of Singapore,Faculty of Law,Bachelor of Laws (L.L.B) (Hons) #,"{'Employment Rate (Overall)': 97.7, 'Employment Rate (Full-Time Permanent)': 95.9, 'Basic Monthly Salary': [4844.0, 4775.0], 'Gross Monthly Salary': [4898.0, 4900.0, 4200.0, 5600.0]}"
2016,National University of Singapore,Faculty of Science,Bachelor of Applied Science **,"{'Employment Rate (Overall)': 91.76495726495726, 'Employment Rate (Full-Time Permanent)': 81.97264957264957, 'Basic Monthly Salary': [3663.827491635043, 3537.8017094017096], 'Gross Monthly Salary': [3781.2550874, 3631.195799145299, 3298.313247863248, 4093.868961538462]}"
2016,National University of Singapore,Faculty of Science,Bachelor of Applied Science (Hons),"{'Employment Rate (Overall)': 81.0, 'Employment Rate (Full-Time Permanent)': 61.9, 'Basic Monthly Salary': [2905.0, 2800.0], 'Gross Monthly Salary': [3058.0, 3130.0, 2800.0, 3350.0]}"
2016,National University of Singapore,Faculty of Science,Bachelor of Science,"{'Employment Rate (Overall)': 84.3, 'Employment Rate (Full-Time Permanent)': 59.4, 'Basic Monthly Salary': [2895.0, 3000.0], 'Gross Monthly Salary': [2995.0, 3000.0, 2600.0, 3225.0]}"
2016,National University of Singapore,Faculty of Science,Bachelor of Science (Hons),"{'Employment Rate (Overall)': 84.9, 'Employment Rate (Full-Time Permanent)': 71.7, 'Basic Monthly Salary': [3331.0, 3300.0], 'Gross Monthly Salary': [3386.0, 3300.0, 3000.0, 3650.0]}"
2016,National University of Singapore,Faculty of Science,Bachelor of Science (Computational Biology) **,"{'Employment Rate (Overall)': 91.76495726495726, 'Employment Rate (Full-Time Permanent)': 81.97264957264957, 'Basic Monthly Salary': [3663.827491635043, 3537.8017094017096], 'Gross Monthly Salary': [3781.2550874, 3631.195799145299, 3298.313247863248, 4093.868961538462]}"
2016,National University of Singapore,Faculty of Science,Bachelor of Science (Pharmacy)(Hons) #,"{'Employment Rate (Overall)': 99.1, 'Employment Rate (Full-Time Permanent)': 97.2, 'Basic Monthly Salary': [3500.0, 3500.0], 'Gross Monthly Salary': [3597.0, 3600.0, 3300.0, 3950.0]}"
2016,National University of Singapore,NUS Business School,Bachelor of Business Administration,"{'Employment Rate (Overall)': 93.6, 'Employment Rate (Full-Time Permanent)': 80.7, 'Basic Monthly Salary': [3232.0, 3000.0], 'Gross Monthly Salary': [3282.0, 3000.0, 2837.0, 3500.0]}"
2016,National University of Singapore,NUS Business School,Bachelor of Business Administration (Hons),"{'Employment Rate (Overall)': 96.4, 'Employment Rate (Full-Time Permanent)': 92.8, 'Basic Monthly Salary': [4126.0, 3600.0], 'Gross Monthly Salary': [4207.0, 3620.0, 3258.0, 4500.0]}"
2016,National University of Singapore,NUS Business School,Bachelor of Business Administration (Accountancy),"{'Employment Rate (Overall)': 88.6, 'Employment Rate (Full-Time Permanent)': 86.4, 'Basic Monthly Salary': [2977.0, 2900.0], 'Gross Monthly Salary': [3020.0, 2963.0, 2800.0, 3100.0]}"
2016,National University of Singapore,NUS Business School,Bachelor of Business Administration (Accountancy) (Hons),"{'Employment Rate (Overall)': 99.0, 'Employment Rate (Full-Time Permanent)': 99.0, 'Basic Monthly Salary': [3435.0, 3000.0], 'Gross Monthly Salary': [3465.0, 3075.0, 2900.0, 3800.0]}"
2016,National University of Singapore,School of Computing,Bachelor of Computing (Communications And Media) **,"{'Employment Rate (Overall)': 91.76495726495726, 'Employment Rate (Full-Time Permanent)': 81.97264957264957, 'Basic Monthly Salary': [3663.827491635043, 3537.8017094017096], 'Gross Monthly Salary': [3781.2550874, 3631.195799145299, 3298.313247863248, 4093.868961538462]}"
2016,National University of Singapore,School of Computing,Bachelor of Computing (Computer Science),"{'Employment Rate (Overall)': 96.3, 'Employment Rate (Full-Time Permanent)': 93.3, 'Basic Monthly Salary': [4320.0, 4000.0], 'Gross Monthly Salary': [4385.0, 4000.0, 3500.0, 5000.0]}"
2016,National University of Singapore,School of Computing,Bachelor of Computing (Electronic Commerce) **,"{'Employment Rate (Overall)': 91.76495726495726, 'Employment Rate (Full-Time Permanent)': 81.97264957264957, 'Basic Monthly Salary': [3663.827491635043, 3537.8017094017096], 'Gross Monthly Salary': [3781.2550874, 3631.195799145299, 3298.313247863248, 4093.868961538462]}"
2016,National University of Singapore,School of Computing,Bachelor of Computing (Information Systems),"{'Employment Rate (Overall)': 94.0, 'Employment Rate (Full-Time Permanent)': 94.0, 'Basic Monthly Salary': [3875.0, 3800.0], 'Gross Monthly Salary': [3969.0, 4000.0, 3365.0, 4500.0]}"
2016,National University of Singapore,School of Design & Environment,Bachelor of Arts (Architecture) #,"{'Employment Rate (Overall)': 93.2, 'Employment Rate (Full-Time Permanent)': 89.8, 'Basic Monthly Salary': [3926.0, 4000.0], 'Gross Monthly Salary': [3960.0, 4000.0, 3500.0, 4250.0]}"
2016,National University of Singapore,School of Design & Environment,Bachelor of Arts (Industrial Design),"{'Employment Rate (Overall)': 90.6, 'Employment Rate (Full-Time Permanent)': 65.6, 'Basic Monthly Salary': [3282.0, 3000.0], 'Gross Monthly Salary': [3320.0, 3000.0, 2900.0, 4000.0]}"
2016,National University of Singapore,School of Design & Environment,Bachelor of Science (Project and Facilities Management),"{'Employment Rate (Overall)': 87.8, 'Employment Rate (Full-Time Permanent)': 84.7, 'Basic Monthly Salary': [3035.0, 3000.0], 'Gross Monthly Salary': [3113.0, 3000.0, 2850.0, 3276.0]}"
2016,National University of Singapore,School of Design & Environment,Bachelor of Science (Real Estate),"{'Employment Rate (Overall)': 94.6, 'Employment Rate (Full-Time Permanent)': 92.4, 'Basic Monthly Salary': [3247.0, 3000.0], 'Gross Monthly Salary': [3368.0, 3200.0, 2950.0, 3735.0]}"
2016,National University of Singapore,Yong Loo Lin School (Medicine),Bachelor of Medicine and Bachelor Of Surgery #,"{'Employment Rate (Overall)': 99.4, 'Employment Rate (Full-Time Permanent)': 99.4, 'Basic Monthly Salary': [4460.0, 4500.0], 'Gross Monthly Salary': [4887.0, 5000.0, 4500.0, 5200.0]}"
2016,National University of Singapore,Yong Loo Lin School (Medicine),Bachelor of Science (Nursing),"{'Employment Rate (Overall)': 93.2, 'Employment Rate (Full-Time Permanent)': 90.9, 'Basic Monthly Salary': [3166.0, 3200.0], 'Gross Monthly Salary': [3363.0, 3400.0, 3200.0, 3425.0]}"
2016,National University of Singapore,Yong Loo Lin School (Medicine),Bachelor of Science (Nursing) (Hons),"{'Employment Rate (Overall)': 95.1, 'Employment Rate (Full-Time Permanent)': 95.1, 'Basic Monthly Salary': [3308.0, 3300.0], 'Gross Monthly Salary': [3529.0, 3500.0, 3400.0, 3600.0]}"
2016,National University of Singapore,Yong Siew Toh Conservatory of Music,Bachelor of Music,"{'Employment Rate (Overall)': 85.7, 'Employment Rate (Full-Time Permanent)': 14.3, 'Basic Monthly Salary': [3250.0, 3250.0], 'Gross Monthly Salary': [3250.0, 3250.0, 2999.0, 3500.0]}"
2016,National University of Singapore,Multi-Disciplinary Programme,Bachelor of Environmental Studies,"{'Employment Rate (Overall)': 83.8, 'Employment Rate (Full-Time Permanent)': 67.6, 'Basic Monthly Salary': [3347.0, 3250.0], 'Gross Monthly Salary': [3399.0, 3300.0, 3000.0, 3500.0]}"
2016,Singapore Institute of Technology,DigiPen Institute of Technology,Bachelor of Arts in Game Design **,"{'Employment Rate (Overall)': 91.76495726495726, 'Employment Rate (Full-Time Permanent)': 81.97264957264957, 'Basic Monthly Salary': [3663.827491635043, 3537.8017094017096], 'Gross Monthly Salary': [3781.2550874, 3631.195799145299, 3298.313247863248, 4093.868961538462]}"
2016,Singapore Institute of Technology,DigiPen Institute of Technology,Bachelor of Fine Arts in Digital Arts & Animation,"{'Employment Rate (Overall)': 73.3, 'Employment Rate (Full-Time Permanent)': 53.3, 'Basic Monthly Salary': [3045.0, 3000.0], 'Gross Monthly Salary': [3052.0, 3000.0, 2700.0, 3016.0]}"
2016,Singapore Institute of Technology,DigiPen Institute of Technology,Bachelor of Science in Computer Science & Game Design,"{'Employment Rate (Overall)': 85.7, 'Employment Rate (Full-Time Permanent)': 85.7, 'Basic Monthly Salary': [3312.0, 3400.0], 'Gross Monthly Salary': [3329.0, 3400.0, 3100.0, 3500.0]}"
2016,Singapore Institute of Technology,DigiPen Institute of Technology,Bachelor of Science in Computer Science in Real-Time Interactive Simulation,"{'Employment Rate (Overall)': 100.0, 'Employment Rate (Full-Time Permanent)': 92.9, 'Basic Monthly Salary': [3729.0, 3680.0], 'Gross Monthly Salary': [3803.0, 4000.0, 3500.0, 4200.0]}"
2016,Singapore Institute of Technology,The Glasgow School of Art,Bachelor of Arts with Honours in Communication Design,"{'Employment Rate (Overall)': 91.1, 'Employment Rate (Full-Time Permanent)': 58.9, 'Basic Monthly Salary': [2652.0, 2600.0], 'Gross Monthly Salary': [2652.0, 2600.0, 2500.0, 2700.0]}"
2016,Singapore Institute of Technology,The Glasgow School of Art,Bachelor of Arts with Honours in Interior Design,"{'Employment Rate (Overall)': 97.4, 'Employment Rate (Full-Time Permanent)': 76.3, 'Basic Monthly Salary': [2467.0, 2500.0], 'Gross Monthly Salary': [2485.0, 2515.0, 2200.0, 2800.0]}"
2016,Singapore Institute of Technology,Newcastle University,Bachelor of Engineering with Honours in Chemical Engineering,"{'Employment Rate (Overall)': 85.9, 'Employment Rate (Full-Time Permanent)': 71.8, 'Basic Monthly Salary': [3201.0, 3100.0], 'Gross Monthly Salary': [3463.0, 3300.0, 3080.0, 3650.0]}"
2016,Singapore Institute of Technology,Newcastle University,Bachelor of Engineering with Honours in Electrical Power Engineering,"{'Employment Rate (Overall)': 86.4, 'Employment Rate (Full-Time Permanent)': 79.7, 'Basic Monthly Salary': [3239.0, 3000.0], 'Gross Monthly Salary': [3440.0, 3200.0, 2800.0, 3700.0]}"
2016,Singapore Institute of Technology,Newcastle University,Bachelor of Engineering with Honours in Marine Engineering,"{'Employment Rate (Overall)': 95.2, 'Employment Rate (Full-Time Permanent)': 81.0, 'Basic Monthly Salary': [3812.0, 3425.0], 'Gross Monthly Salary': [3956.0, 3840.0, 3200.0, 4530.0]}"
2016,Singapore Institute of Technology,Newcastle University,Bachelor of Engineering with Honours in Mechanical Design & Manufacturing Engineering,"{'Employment Rate (Overall)': 87.0, 'Employment Rate (Full-Time Permanent)': 77.8, 'Basic Monthly Salary': [3162.0, 3000.0], 'Gross Monthly Salary': [3344.0, 3200.0, 2900.0, 3575.0]}"
2016,Singapore Institute of Technology,Newcastle University,Bachelor of Engineering with Honours in Naval Architecture,"{'Employment Rate (Overall)': 90.0, 'Employment Rate (Full-Time Permanent)': 90.0, 'Basic Monthly Salary': [3172.0, 3250.0], 'Gross Monthly Salary': [3239.0, 3300.0, 3000.0, 3500.0]}"
2016,Singapore Institute of Technology,Newcastle University,Bachelor of Engineering with Honours in Offshore Engineering,"{'Employment Rate (Overall)': 86.4, 'Employment Rate (Full-Time Permanent)': 72.7, 'Basic Monthly Salary': [3172.0, 3275.0], 'Gross Monthly Salary': [3286.0, 3430.0, 3000.0, 3600.0]}"
2016,Singapore Institute of Technology,Newcastle University,Bachelor of Science with Honours in Food & Human Nutrition,"{'Employment Rate (Overall)': 86.7, 'Employment Rate (Full-Time Permanent)': 62.2, 'Basic Monthly Salary': [2598.0, 2600.0], 'Gross Monthly Salary': [2707.0, 2600.0, 2420.0, 2800.0]}"
2016,Singapore Institute of Technology,Technische Universität München,Bachelor of Science in Chemical Engineering,"{'Employment Rate (Overall)': 78.6, 'Employment Rate (Full-Time Permanent)': 67.9, 'Basic Monthly Salary': [2776.0, 2900.0], 'Gross Monthly Salary': [3149.0, 3130.0, 2500.0, 3700.0]}"
2016,Singapore Institute of Technology,Technische Universität München,Bachelor of Science in Electrical Engineering & Information Technology,"{'Employment Rate (Overall)': 90.9, 'Employment Rate (Full-Time Permanent)': 86.4, 'Basic Monthly Salary': [2978.0, 3000.0], 'Gross Monthly Salary': [3042.0, 3000.0, 2825.0, 3350.0]}"
2016,Singapore Institute of Technology,The Culinary Institute of America,Bachelor of Professional Studies in Culinary Arts Management,"{'Employment Rate (Overall)': 86.2, 'Employment Rate (Full-Time Permanent)': 69.0, 'Basic Monthly Salary': [2231.0, 2250.0], 'Gross Monthly Salary': [2344.0, 2300.0, 2000.0, 2500.0]}"
2016,Singapore Institute of Technology,Trinity College Dublin / Singapore Institute of Technology-Trinity College Dublin,Bachelor in Science (Diagnostic Radiography),"{'Employment Rate (Overall)': 88.2, 'Employment Rate (Full-Time Permanent)': 88.2, 'Basic Monthly Salary': [3406.0, 3385.0], 'Gross Monthly Salary': [3628.0, 3660.0, 3400.0, 3930.0]}"
2016,Singapore Institute of Technology,Trinity College Dublin / Singapore Institute of Technology-Trinity College Dublin,Bachelor in Science (Occupational Therapy),"{'Employment Rate (Overall)': 100.0, 'Employment Rate (Full-Time Permanent)': 100.0, 'Basic Monthly Salary': [3297.0, 3200.0], 'Gross Monthly Salary': [3301.0, 3200.0, 3100.0, 3500.0]}"
2016,Singapore Institute of Technology,Trinity College Dublin / Singapore Institute of Technology-Trinity College Dublin,Bachelor in Science (Physiotherapy),"{'Employment Rate (Overall)': 100.0, 'Employment Rate (Full-Time Permanent)': 100.0, 'Basic Monthly Salary': [3310.0, 3300.0], 'Gross Monthly Salary': [3344.0, 3300.0, 3240.0, 3500.0]}"
2016,Singapore Institute of Technology,Trinity College Dublin / Singapore Institute of Technology-Trinity College Dublin,Bachelor in Science (Radiation Therapy) **,"{'Employment Rate (Overall)': 91.76495726495726, 'Employment Rate (Full-Time Permanent)': 81.97264957264957, 'Basic Monthly Salary': [3663.827491635043, 3537.8017094017096], 'Gross Monthly Salary': [3781.2550874, 3631.195799145299, 3298.313247863248, 4093.868961538462]}"
2016,Singapore Institute of Technology,University of Glasgow,Bachelor of Engineering with Honours in Aeronautical Engineering,"{'Employment Rate (Overall)': 81.6, 'Employment Rate (Full-Time Permanent)': 65.3, 'Basic Monthly Salary': [3042.0, 3000.0], 'Gross Monthly Salary': [3277.0, 3200.0, 2800.0, 3700.0]}"
2016,Singapore Institute of Technology,University of Glasgow,Bachelor of Engineering with Honours in Aerospace Systems,"{'Employment Rate (Overall)': 82.2, 'Employment Rate (Full-Time Permanent)': 64.4, 'Basic Monthly Salary': [3312.0, 3225.0], 'Gross Monthly Salary': [3390.0, 3275.0, 2900.0, 4009.0]}"
2016,Singapore Institute of Technology,University of Glasgow,Bachelor of Engineering with Honours in Mechanical Design Engineering,"{'Employment Rate (Overall)': 87.0, 'Employment Rate (Full-Time Permanent)': 70.4, 'Basic Monthly Salary': [3187.0, 3000.0], 'Gross Monthly Salary': [3273.0, 3200.0, 3000.0, 3365.0]}"
2016,Singapore Institute of Technology,University of Glasgow,Bachelor of Engineering with Honours in Mechatronics,"{'Employment Rate (Overall)': 88.7, 'Employment Rate (Full-Time Permanent)': 80.3, 'Basic Monthly Salary': [3406.0, 3200.0], 'Gross Monthly Salary': [3523.0, 3300.0, 3000.0, 3800.0]}"
2016,Singapore Institute of Technology,University of Glasgow,Bachelor of Science with Honours in Computing Science,"{'Employment Rate (Overall)': 89.8, 'Employment Rate (Full-Time Permanent)': 81.6, 'Basic Monthly Salary': [3645.0, 3600.0], 'Gross Monthly Salary': [3704.0, 3600.0, 3400.0, 3900.0]}"
2016,Singapore Institute of Technology,University of Manchester,Bachelor of Science with Honours in Nursing Practice,"{'Employment Rate (Overall)': 92.7, 'Employment Rate (Full-Time Permanent)': 85.5, 'Basic Monthly Salary': [3378.0, 3400.0], 'Gross Monthly Salary': [3600.0, 3600.0, 3400.0, 3750.0]}"
2016,Singapore Institute of Technology,University of Liverpool,Bachelor of Arts with Honours in Criminology and Security,"{'Employment Rate (Overall)': 92.6, 'Employment Rate (Full-Time Permanent)': 81.5, 'Basic Monthly Salary': [4096.0, 4200.0], 'Gross Monthly Salary': [4131.0, 4200.0, 3700.0, 4600.0]}"
2016,Singapore Institute of Technology,Wheelock College,Bachelor of Science in Early Childhood Education,"{'Employment Rate (Overall)': 98.0, 'Employment Rate (Full-Time Permanent)': 92.0, 'Basic Monthly Salary': [2705.0, 2700.0], 'Gross Monthly Salary': [2707.0, 2700.0, 2600.0, 2850.0]}"
2016,Singapore Management University,School of Accountancy (4-year programme) *,Accountancy,"{'Employment Rate (Overall)': 98.5, 'Employment Rate (Full-Time Permanent)': 96.0, 'Basic Monthly Salary': [3390.0, 3000.0], 'Gross Monthly Salary': [3455.0, 3000.0, 2900.0, 3600.0]}"
2016,Singapore Management University,School of Accountancy (4-year programme) *,Accountancy Cum Laude and above,"{'Employment Rate (Overall)': 100.0, 'Employment Rate (Full-Time Permanent)': 100.0, 'Basic Monthly Salary': [3827.0, 3500.0], 'Gross Monthly Salary': [3943.0, 3600.0, 3000.0, 4583.0]}"
2016,Singapore Management University,School of Business (4-year programme) *,Business Management,"{'Employment Rate (Overall)': 92.4, 'Employment Rate (Full-Time Permanent)': 84.6, 'Basic Monthly Salary': [3727.0, 3400.0], 'Gross Monthly Salary': [3831.0, 3500.0, 3000.0, 4000.0]}"
2016,Singapore Management University,School of Business (4-year programme) *,Business Management Cum Laude and above,"{'Employment Rate (Overall)': 96.1, 'Employment Rate (Full-Time Permanent)': 92.1, 'Basic Monthly Salary': [4140.0, 3550.0], 'Gross Monthly Salary': [4234.0, 3660.0, 3250.0, 4583.0]}"
2016,Singapore Management University,School of Economics (4-year programme) *,Economics,"{'Employment Rate (Overall)': 93.4, 'Employment Rate (Full-Time Permanent)': 84.0, 'Basic Monthly Salary': [3801.0, 3500.0], 'Gross Monthly Salary': [3906.0, 3700.0, 3200.0, 4300.0]}"
2016,Singapore Management University,School of Economics (4-year programme) *,Economics Cum Laude and above,"{'Employment Rate (Overall)': 97.0, 'Employment Rate (Full-Time Permanent)': 92.5, 'Basic Monthly Salary': [4315.0, 4000.0], 'Gross Monthly Salary': [4425.0, 4107.0, 3800.0, 4750.0]}"
2016,Singapore Management University,School of Information Systems (4-year programme) *,Information Systems Management,"{'Employment Rate (Overall)': 95.7, 'Employment Rate (Full-Time Permanent)': 91.5, 'Basic Monthly Salary': [3837.0, 3500.0], 'Gross Monthly Salary': [3897.0, 3600.0, 3200.0, 4167.0]}"
2016,Singapore Management University,School of Information Systems (4-year programme) *,Information Systems Management Cum Laude and above,"{'Employment Rate (Overall)': 97.5, 'Employment Rate (Full-Time Permanent)': 95.0, 'Basic Monthly Salary': [4504.0, 4167.0], 'Gross Monthly Salary': [4603.0, 4167.0, 3800.0, 4750.0]}"
2016,Singapore Management University,School of Social Sciences (4-year programme) *,Social Sciences,"{'Employment Rate (Overall)': 91.5, 'Employment Rate (Full-Time Permanent)': 80.4, 'Basic Monthly Salary': [3199.0, 3100.0], 'Gross Monthly Salary': [3311.0, 3145.0, 3000.0, 3500.0]}"
2016,Singapore Management University,School of Social Sciences (4-year programme) *,Social Sciences Cum Laude and above,"{'Employment Rate (Overall)': 94.9, 'Employment Rate (Full-Time Permanent)': 87.2, 'Basic Monthly Salary': [3405.0, 3300.0], 'Gross Monthly Salary': [3548.0, 3400.0, 3000.0, 3668.0]}"
2016,Singapore Management University,School of Law (4-year programme) *,Law #,"{'Employment Rate (Overall)': 95.8, 'Employment Rate (Full-Time Permanent)': 93.7, 'Basic Monthly Salary': [4810.0, 4600.0], 'Gross Monthly Salary': [4915.0, 4850.0, 4200.0, 5800.0]}"
2016,Singapore Management University,School of Law (4-year programme) *,Law Cum Laude and above #,"{'Employment Rate (Overall)': 96.7, 'Employment Rate (Full-Time Permanent)': 96.7, 'Basic Monthly Salary': [4950.0, 4950.0], 'Gross Monthly Salary': [5095.0, 5300.0, 4500.0, 5800.0]}"
2016,Singapore University of Technology and Design,,Bachelor of Engineering (Engineering Product Development),"{'Employment Rate (Overall)': 87.0, 'Employment Rate (Full-Time Permanent)': 79.7, 'Basic Monthly Salary': [3620.0, 3500.0], 'Gross Monthly Salary': [3690.0, 3600.0, 3300.0, 3750.0]}"
2016,Singapore University of Technology and Design,,Bachelor of Engineering (Information Systems Technology and Design),"{'Employment Rate (Overall)': 91.9, 'Employment Rate (Full-Time Permanent)': 91.9, 'Basic Monthly Salary': [4197.0, 4000.0], 'Gross Monthly Salary': [4232.0, 4000.0, 3500.0, 4950.0]}"
2016,Singapore University of Technology and Design,,Bachelor of Engineering (Engineering Systems and Design),"{'Employment Rate (Overall)': 100.0, 'Employment Rate (Full-Time Permanent)': 93.5, 'Basic Monthly Salary': [3695.0, 3600.0], 'Gross Monthly Salary': [3830.0, 3650.0, 3550.0, 4200.0]}"
2016,Singapore University of Technology and Design,,Bachelor of Science (Architecture and Sustainable Design) ###,"{'Employment Rate (Overall)': 91.76495726495726, 'Employment Rate (Full-Time Permanent)': 81.97264957264957, 'Basic Monthly Salary': [3663.827491635043, 3537.8017094017096], 'Gross Monthly Salary': [3781.2550874, 3631.195799145299, 3298.313247863248, 4093.868961538462]}"
2017,Nanyang Technological University,College of Business (Nanyang Business School),Bachelor of Accountancy (Hons),"{'Employment Rate (Overall)': 97.1, 'Employment Rate (Full-Time Permanent)': 94.5, 'Basic Monthly Salary': [3121.0, 3000.0], 'Gross Monthly Salary': [3166.0, 3000.0, 2900.0, 3100.0]}"
2017,Nanyang Technological University,College of Business (Nanyang Business School),Double Degree in Bachelor of Accountancy (Hons) and Bachelor of Business (Hons),"{'Employment Rate (Overall)': 97.2, 'Employment Rate (Full-Time Permanent)': 94.3, 'Basic Monthly Salary': [3830.0, 3500.0], 'Gross Monthly Salary': [3892.0, 3600.0, 3013.0, 4317.0]}"
2017,Nanyang Technological University,College of Business (Nanyang Business School),Bachelor of Business (Hons),"{'Employment Rate (Overall)': 93.0, 'Employment Rate (Full-Time Permanent)': 80.8, 'Basic Monthly Salary': [3530.0, 3300.0], 'Gross Monthly Salary': [3643.0, 3300.0, 3000.0, 3800.0]}"
2017,Nanyang Technological University,College of Business (Nanyang Business School),Double Degree in Bachelor of Business (Hons) and Bachelor of Engineering (Hons) (Computer Science),"{'Employment Rate (Overall)': 100.0, 'Employment Rate (Full-Time Permanent)': 95.0, 'Basic Monthly Salary': [5036.0, 4750.0], 'Gross Monthly Salary': [5225.0, 5000.0, 4000.0, 5362.0]}"
2017,Nanyang Technological University,College of Engineering,Bachelor of Engineering (Hons) (Aerospace Engineering),"{'Employment Rate (Overall)': 80.0, 'Employment Rate (Full-Time Permanent)': 75.0, 'Basic Monthly Salary': [3645.0, 3492.0], 'Gross Monthly Salary': [3702.0, 3500.0, 3250.0, 4210.0]}"
2017,Nanyang Technological University,College of Engineering,Double Degree in Bachelor of Engineering (Hons) (Aerospace Engineering) and Bachelor of Arts (Hons) in Economics **,"{'Employment Rate (Overall)': 91.76495726495726, 'Employment Rate (Full-Time Permanent)': 81.97264957264957, 'Basic Monthly Salary': [3663.827491635043, 3537.8017094017096], 'Gross Monthly Salary': [3781.2550874, 3631.195799145299, 3298.313247863248, 4093.868961538462]}"
2017,Nanyang Technological University,College of Engineering,Bachelor of Engineering (Hons) (Bioengineering),"{'Employment Rate (Overall)': 78.3, 'Employment Rate (Full-Time Permanent)': 65.2, 'Basic Monthly Salary': [3326.0, 3200.0], 'Gross Monthly Salary': [3486.0, 3419.0, 3000.0, 3825.0]}"
2017,Nanyang Technological University,College of Engineering,Bachelor of Engineering  (Hons) (Chemical And Biomolecular Engineering),"{'Employment Rate (Overall)': 82.3, 'Employment Rate (Full-Time Permanent)': 75.3, 'Basic Monthly Salary': [3326.0, 3200.0], 'Gross Monthly Salary': [3577.0, 3500.0, 3200.0, 4000.0]}"
2017,Nanyang Technological University,College of Engineering,Double Degree in Bachelor of Engineering  (Hons) (Chemical And Biomolecular Engineering) and Bachelor of Arts (Hons) in Economics **,"{'Employment Rate (Overall)': 91.76495726495726, 'Employment Rate (Full-Time Permanent)': 81.97264957264957, 'Basic Monthly Salary': [3663.827491635043, 3537.8017094017096], 'Gross Monthly Salary': [3781.2550874, 3631.195799145299, 3298.313247863248, 4093.868961538462]}"
2017,Nanyang Technological University,College of Engineering,Bachelor of Engineering (Hons) (Civil Engineering),"{'Employment Rate (Overall)': 98.5, 'Employment Rate (Full-Time Permanent)': 96.9, 'Basic Monthly Salary': [3373.0, 3300.0], 'Gross Monthly Salary': [3442.0, 3400.0, 3190.0, 3675.0]}"
2017,Nanyang Technological University,College of Engineering,Double Degree in Bachelor of Engineering (Hons) (Civil Engineering) and Bachelor of Arts (Hons) in Economics **,"{'Employment Rate (Overall)': 91.76495726495726, 'Employment Rate (Full-Time Permanent)': 81.97264957264957, 'Basic Monthly Salary': [3663.827491635043, 3537.8017094017096], 'Gross Monthly Salary': [3781.2550874, 3631.195799145299, 3298.313247863248, 4093.868961538462]}"
2017,Nanyang Technological University,College of Engineering,Bachelor of Engineering (Hons) (Computer Engineering),"{'Employment Rate (Overall)': 95.1, 'Employment Rate (Full-Time Permanent)': 87.8, 'Basic Monthly Salary': [3667.0, 3600.0], 'Gross Monthly Salary': [3743.0, 3600.0, 3450.0, 3925.0]}"
